beta,b,gamma,eta_0,phi,I0,Ii0,Error,Weights
0.29960426852539596,0.6581754710025551,0.14777038504772622,9.39367174044364,-51.31403043114133,5.730009657341925e-06,7.974880731579984e-06,6.386684661115785e-10,0.001
0.6110080080285037,0.16547697464407374,0.4298635042277562,7.228369398545889,-58.53658141909031,3.871262828808041e-05,5.689382127180641e-05,6.649408560671865e-10,0.001
0.33149265111659776,0.18428194345183613,0.22232874465919208,7.189597309609376,-70.31633269628125,0.00011669832073075008,4.612999454590208e-06,1.1018816146259226e-09,0.001
0.6212915672878372,0.1299516425503019,0.4675948642064004,7.974310089720047,-51.929937150052865,0.0001653223517309108,6.765366693908826e-05,1.1655367501152222e-09,0.001
0.3030977801710154,0.29168461478398156,0.19426039306012277,9.597369395697216,-46.19264551963046,0.00011791898906098413,7.547505897963864e-05,1.2580490095971698e-09,0.001
0.5671496929051165,0.1423107338000521,0.40255839334728183,6.417967257830243,-78.40366567109047,6.173048902880142e-05,1.2698037333127301e-05,1.304708100742244e-09,0.001
0.21318072397004537,0.33890983380341955,0.13717593115861787,2.2038387715484853,-68.53270868279584,0.00011908050581310266,6.208921918222197e-05,1.3453196695007661e-09,0.001
0.4526427589877843,0.14006092663133807,0.33267132980320496,8.643868699366925,-51.76363716693045,8.939049086584639e-05,7.238933952314502e-05,1.3882781728557586e-09,0.001
0.31313370383741523,0.4458054101769521,0.19231652120499626,5.951736456018451,-67.42896887485341,0.00015144098505736204,5.955503831556381e-05,1.411758101012734e-09,0.001
0.31847505552791644,0.2957239283016938,0.22573542852725015,1.6775671095387361,-60.74861337807488,6.578466642067016e-05,8.043183207167965e-05,1.4439264463861777e-09,0.001
0.5608151243733688,0.14269444826849087,0.3871068165398207,5.474765041406679,-71.29294462435195,5.0774424629203665e-05,2.0844467067697895e-05,1.4460293697190248e-09,0.001
0.5941507382900222,0.18416103428446418,0.4142412204589361,6.045696345168338,-76.48022281214413,3.781154489475484e-05,7.799183154875968e-06,1.4752252589643058e-09,0.001
0.6030950439626008,0.20459099953668303,0.44106899193598803,5.51991161650016,-60.66165450666341,4.442591407238216e-05,7.667807248096637e-05,1.5373609980565123e-09,0.001
0.38660336678389406,0.07681813352307176,0.2928648950550867,3.5160780165389203,-63.195082141503335,8.144590780147438e-05,4.505375075761979e-05,1.640227839584698e-09,0.001
0.3201645296568898,0.3978245218680002,0.20951737258312392,7.814089861018223,-63.58472945619968,0.00011325736197485438,5.041597063393346e-06,1.6439254866494517e-09,0.001
0.5138856435383268,0.13725986643352717,0.37958941876360386,1.7555006341252666,-94.4710754108641,0.00016747781325892718,2.752063308120008e-05,1.6475044257251687e-09,0.001
0.2599281101946729,0.005077786815598118,0.2013858734425473,2.846327093518442,-49.413275555709816,9.612602916157452e-05,1.778413322330482e-05,1.710214400841019e-09,0.001
0.37809166756459966,0.04387509618172791,0.2873892428402651,6.901825783019,-134.29194362128675,0.00017116757665998117,2.114689571465038e-05,1.7126119095833954e-09,0.001
0.2887577087233789,0.021204123439542477,0.2090927275894432,9.717807692622472,-54.50309566504107,8.02393641893021e-05,3.61155433850762e-05,1.7497434258427772e-09,0.001
