beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
0.6765967791747111,0.6615299928540221,0.4291088581032637,3.058319400337517e-06,8.981034126389527,0.3138079837143174,3556.2111349618835,0.00870185868982587,-93.21726682025712,9.041978899747788e-06,0.0038236411378156036,8.856888918186592e-06,3.5913484834307563e-10,0.13963204687384465
0.20358565228405096,0.8599760521062058,0.10655625114293242,0.00010748106490103826,7.023297030418018,0.42991657672325445,102.16873454717336,0.00029543291005909025,-67.92568103926334,6.896653198932447e-06,0.08058629184248119,5.5180168516609565e-06,3.8284681497146703e-10,0.12823010310386515
0.330305045162197,0.8678131272918598,0.27712213083221304,9.862485488744799e-05,5.666587353014496,0.30255769466172744,223.67116566583127,0.17053459512391436,-71.5997923367006,2.0213792902099715e-05,0.07473168964412334,4.482003457926118e-06,4.311630867160617e-10,0.1448821878726957
0.49623649308170104,0.35244726998484543,0.4638996746066498,4.812031911720083e-05,1.840502063939319,0.7988745692999916,352.3830507948806,0.19340006023512663,-53.64450163217363,1.8292609948029628e-06,0.08866832731803909,1.1613263947074487e-05,4.4814349678194796e-10,0.1389490668102903
0.15550205421792845,0.5937203810698894,0.1534848846518104,3.544480018242702e-06,5.5138208650740435,0.15717533222557076,770.4411451975017,0.16547862288933937,-58.80091497477024,2.266122462193162e-05,0.06454181486021708,3.203629707291584e-06,4.922628041619809e-10,0.12177612112993091
0.519777223458513,0.6198688984594217,0.33932533396860465,5.132384936895274e-05,8.911638881376462,0.7315580844764057,452.22386852322853,0.05014853872823804,-99.2631700662099,1.1121945200696465e-05,0.056892425332351976,1.5312581485434937e-06,4.977214769167087e-10,0.14762940778599826
0.24929559025724235,0.8985874970506383,0.1097656142173371,7.049803818042211e-06,8.385090381622422,0.643465534561753,3158.916414066359,0.09118427522601347,-103.50661799777113,1.0353353510705242e-05,0.03745105554014211,7.174336599025086e-06,5.024087284398344e-10,0.14958083003054803
0.19727175817842868,0.304818970302278,0.18623675132898915,5.2868457673627135e-06,5.4133194249222125,0.11819858181606843,4642.966238665983,0.1964101550768641,-86.72656618617995,1.0617527049934903e-05,0.0741633191466176,9.076152908661028e-06,5.099320715856639e-10,0.14593846960397117
0.23252242648719232,0.13912426267001543,0.24154711552977123,5.7792048946632146e-05,4.165219492573264,0.6788870510000675,493.366592394601,0.1972235043013383,-80.69033127550776,9.990523612003378e-06,0.08025264555012507,8.992391018679913e-06,5.105934984084894e-10,0.14737316747274687
0.5485992254008705,0.5369159919125019,0.45614538579287633,7.44243646786269e-06,7.827643081640877,0.34100626230941516,1912.0921852036315,0.05716362875812145,-103.90814931912789,1.9224862449774446e-05,0.06336740108361776,2.2149455047220283e-06,5.129362183133134e-10,0.14053803267832377
0.29143517459915885,0.9110347326106566,0.22290981737191795,5.261745963589415e-05,7.5594863997249355,0.7590056598811916,553.0756874156307,0.00784757199605548,-91.21280778139325,1.131054778182228e-05,0.09630672562158937,6.503889410077519e-06,5.131814569926833e-10,0.1459640017101641
0.14817290197319757,0.00889607873463849,0.23354112834123888,3.7375892252189404e-06,2.9652232243654635,0.6013391404195254,2897.4653872203507,0.07608740103303183,-114.41522357393319,7.029723003341832e-06,0.08572590217563927,7.986090053162548e-06,5.14622977477328e-10,0.13101448706502727
0.5048251400524322,0.6709850070428782,0.44975920375306977,3.4271184054650574e-05,9.715598885424075,0.1412659256915811,690.3288114840014,0.09943239568956293,-103.37544596299287,3.643528289711017e-06,0.07922817257515125,3.951525867064179e-06,5.147938931533704e-10,0.14528127891893394
0.1447047207830643,0.437311695664958,0.3292638104761053,2.361329739104634e-05,7.497159121506538,0.29527293317646514,1131.9877243617514,0.057847654850932885,-99.10632302815523,1.6267253278100572e-05,0.05794844194345762,5.499329943850933e-06,5.14853073356509e-10,0.14888798804867823
0.1874002977776045,0.9726579648600124,0.2668919652420172,0.0001750722724244369,1.6622661477885834,0.1906925774672686,167.788239261412,0.1843110623974168,-128.16716455110338,1.1359742204738728e-05,0.05669099706158829,3.4663594202302453e-06,5.148559712543726e-10,0.14981113774445046
0.17092717585315978,0.07593276984588859,0.49520100995603034,0.00017357531321405607,9.745193085186418,0.48858912318310344,219.89357577441723,0.05510027858081299,-77.6811550120329,1.0526713280724951e-05,0.09487930202836861,1.050622864992188e-05,5.148609495044285e-10,0.1494338835624016
0.7942930230589845,0.534216871443857,0.4631300151639034,3.0031490652657756e-05,9.991414415757646,0.5560731502964055,4239.161621236659,0.008363724669586415,-80.94870320392022,1.671671174580612e-05,0.07877335167736968,1.148358559684081e-05,1.0903272280210427e-09,0.11548528654868992
0.455940363872264,0.19895807720497705,0.3694865467447134,1.8492724656959947e-06,1.8067281669971567,0.3833856534379064,4963.32490150254,0.08585408879340183,-46.214863973556305,1.4211050105889718e-05,0.06538882645082121,1.704286674837209e-06,1.5344911326098032e-09,0.021125667808031004
0.6244355732784038,0.8385220125776985,0.3038913512905431,0.00013318983213455815,1.4742424283860567,0.6402317006750076,4457.664622845435,0.018965270082368813,-93.33540198584214,1.4394661235819317e-05,0.06298681279241693,1.129091345506858e-05,2.125445702135886e-09,0.14249592460168728
0.5909287548025817,0.5894737150974263,0.3225087494316019,5.6427949620120325e-05,5.214740946230513,0.7220027137537296,1606.7125233597503,0.030012962121779264,-68.13556223092073,2.3846743064131474e-05,0.09091599343800244,1.5138969095043168e-06,3.766509977754841e-09,0.09982342985478115
0.6987832812288844,0.6091782699213603,0.41743679914320997,4.602525389170609e-05,3.1944536167952613,0.5447923390923922,1899.4412942659028,0.038404598136282345,-80.26790097909401,2.1751310811496216e-05,0.03750161309543616,1.1121485985202365e-05,6.057610399292765e-09,0.0955426654990314
0.30251369204822326,0.7785961703808988,0.1786424056884668,9.186439519011769e-05,1.5356228251978923,0.4994290259950064,421.3305380591366,0.08341482549120963,-70.23130479267233,2.175390973191258e-05,0.0732302801026679,3.486711090099047e-07,1.7714835895073113e-08,0.144466710823772
0.5477654267234702,0.585823751426388,0.44240185659585973,0.00021131391783306587,2.7705287846828046,0.3354472612080429,4238.901661033269,0.005318628601603082,-51.87611258191602,7.4368865728417575e-06,0.0070327945908401305,4.102553452824376e-06,2.038967877212441e-08,0.11639633915694807
0.3971328454780526,0.6523097903191533,0.23930188409018835,4.719517860360623e-05,9.143867854333015,0.27649844022237574,3927.973776330099,0.06531102256474475,-59.29823358818426,1.7099511434703693e-05,0.08949668152408867,1.0361796912612685e-05,2.9107895593628183e-08,0.12067269861587931
0.6083907549618994,0.8918787862595032,0.26857757762065815,0.000277822923015616,1.2840219345264152,0.2674646937040329,3544.976065003464,0.006183277084378403,-87.30650999242243,8.217782569746946e-06,0.07117556943186043,1.010405665102178e-05,3.6839082710533756e-08,0.14747503533826464
0.689796969755422,0.3056555964709011,0.47686523294830396,0.0003384599557176327,9.730905387147567,0.2847470793014338,3869.191644893076,0.001467920234418374,-70.86846846054746,4.309792604815044e-06,0.054189570415322866,9.350948069764144e-06,3.8284968250212915e-08,0.13445959002356037
0.5217334255914291,0.6628916420014317,0.32689449423446226,3.901144847489047e-06,5.2172145228304085,0.4159744255289114,2431.016388515851,0.10974158245427051,-65.01936418678866,8.452596202280956e-06,0.0896908351754576,1.1100384504951193e-05,4.49809853736913e-08,0.020938078210668013
0.6198348556738453,0.7402615659341457,0.32757459346672335,2.1424671054698365e-05,9.504369367474984,0.23236815959064258,1042.6642579589104,0.17625467067173484,-83.42446035194243,1.7045014732059645e-05,0.08664381061391796,1.1147356014554812e-05,5.0235914828220464e-08,0.1402913283953655
