beta,b,gamma,eta_0,phi,I0,Ii0,Error,Weights
0.35220779042243655,0.4761154666925055,0.19297470270199404,8.252693192118349,-74.76315585102907,0.00014069719951259195,9.30103459836883e-06,4.5485824494046446e-10,0.001
0.35635551673057375,0.4659934136471542,0.23565616823983843,8.342405006761908,-51.89307264202803,7.245666893086033e-05,0.00014077040383609873,4.972419475937216e-10,0.001
0.28253025689126454,0.6466062110130659,0.19206517618156438,5.357074075614554,-49.831253550675385,6.285929697067939e-05,0.00012293719522820217,5.09452323508117e-10,0.001
0.42049645507455025,0.6938225475272277,0.2392743205364309,4.046990856924298,-67.97019307664996,1.83016202874601e-05,9.326956368693024e-05,5.587005573770944e-10,0.001
0.3937902221001467,0.404895610953925,0.26373701932842863,5.098449596026629,-53.19221011236155,3.55866286460234e-05,0.00011322361333879555,5.962035403855247e-10,0.001
0.3201407458733466,0.4978054330571775,0.2410383635599883,7.156560550895773,-49.4611664021342,0.0002763990634490133,8.232922901664826e-05,6.324466227025028e-10,0.001
0.255085964198439,0.5855705390574353,0.1468556758549936,2.606523272826372,-57.012401490243164,3.170758225251892e-05,0.0001245862099842693,6.351498732088041e-10,0.001
0.30395052183240967,0.5410629592186872,0.16222289051669733,6.121509298133454,-76.04741306468419,0.00027504405604593846,0.00013697892217098226,6.844827231154387e-10,0.001
0.28586381049535514,0.40967698059820146,0.22250547930874479,1.069049262480927,-48.471765147612686,9.588995836865486e-05,3.0707929429694274e-06,7.868403719364487e-10,0.001
0.23264655704276038,0.4045668851835288,0.13282559640206457,4.6484957440017505,-74.49237318632245,0.00033569836485205915,0.00019435295727146878,8.011811392754827e-10,0.001
0.2905277044959731,0.5775054417047453,0.1645948205814985,9.133521867364808,-57.684674951385645,9.855643423372775e-05,0.00016525372016542846,8.357294841846056e-10,0.001
0.5019900670572176,0.4223314057252272,0.3390540225994607,6.361543598335285,-67.3886067111427,0.00015197882849913528,3.183431851329463e-05,8.559353847671094e-10,0.001
0.27626526659409345,0.520031971353108,0.18688947632277897,5.951612792295558,-45.205189624613524,4.756755810923539e-05,9.734325801203806e-05,8.720674484998146e-10,0.001
0.6026775528981132,0.3613779391820148,0.39169244738750586,7.030674405365953,-76.26991379586019,5.953253940289527e-05,0.00015816971325268768,9.152168846168345e-10,0.001
0.4938024127769277,0.21884544102340597,0.3805202804848822,5.150660210293063,-48.68288386802425,0.00012387576384118915,0.00016727166715231606,9.160576374406234e-10,0.001
0.3394184733677926,0.2748992664894909,0.2189119325238807,2.97007094080302,-86.6613957843339,0.00023616104454483866,0.00012083326177891773,9.365260138105073e-10,0.001
0.20749283898148835,0.8673900447879942,0.11441289433608498,9.333268147385446,-59.66607503743168,0.00016974043630686218,0.00019477707216526154,9.509333260476294e-10,0.001
0.37031535817303096,0.4071104971183874,0.2335067439773948,8.21664681399381,-60.30172346743086,4.423607006716328e-05,0.00013781014343041125,1.032622714271235e-09,0.001
0.46112664522540436,0.8248805619067641,0.23084380638121696,1.992631263168302,-76.46229407738922,9.302080828636165e-06,0.00015944367764429116,1.0343436869013457e-09,0.001
0.29981886347000974,0.20524409061733784,0.21798721645400057,3.547190641295773,-53.49482029757053,0.0003021085377573344,3.8585156835036776e-05,1.0549584431431642e-09,0.001
0.2811899110293237,0.4034707510183755,0.22048124522905557,2.002207737902906,-52.349856224333124,0.0002835480723855757,0.00017981245863958855,1.1568408953250574e-09,0.001
0.4514755321890491,0.6053672607621177,0.21692587133916164,5.489096362465607,-88.55057003770968,0.00016656994742856356,0.00012139522960825727,1.2505487199546573e-09,0.001
0.3708014504908329,0.39700765897428303,0.22907710976646448,2.3866776934943035,-60.39328832383541,2.2699556219473008e-05,9.971118349590016e-05,1.2629839609820338e-09,0.001
