beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
0.1639911036942056,0.26535565382221415,0.20660487917852643,1.4724308247713314e-05,3.156507412050828,0.6391111157869676,168.22777344819272,0.07214376343235096,-93.87702540608757,0.0001322617143163988,0.021536360858570927,8.210979784402885e-05,1.2314605392542007e-09,0.17115011615892292
0.3679223249836959,0.8428965712066048,0.28910314480234145,2.3529628124079328e-05,4.061450159835401,0.5962634280686313,823.029598928135,0.0750601493345749,-97.810575431509,0.00023576723553906043,0.04210410098462382,1.4991848182331752e-05,1.2338249889118791e-09,0.17201055877484667
0.13295731763948668,0.5900820091393013,0.18433723769051436,6.456615741425643e-05,9.82468329439335,0.4918216953031119,271.3824184797892,0.06410763852424697,-83.80175373755,0.0002727853951798878,0.05875908887021868,9.421368035694957e-05,1.2361953682812243e-09,0.1724331496659781
0.3169344900948202,0.968628364983764,0.298279960085021,0.00023429449529917436,9.030178037389803,0.1376790361108648,139.6833436351139,0.03810955317963532,-97.68545439491012,0.000133834049416457,0.048073508942791936,1.4556659252528333e-05,1.2380217061228543e-09,0.17985919328367822
0.3208437344471332,0.49324921524232157,0.39342230806665324,5.9781538166683305e-05,2.918188948116908,0.769798309941389,407.1757871981151,0.0001812325584867658,-107.08284457929238,0.0001116991909209944,0.05155978837506902,0.00011757134269156686,1.2396627218072754e-09,0.17670760196869212
0.256483810498507,0.8790618430971918,0.28157276983317425,1.5218746178580212e-05,4.422584435430252,0.5359041683560571,2724.6225540463074,0.11993566656359018,-134.08246541404944,0.0002540402732394311,0.04756906785416709,8.88716463672394e-05,1.2397544599174476e-09,0.17942403459370887
0.22267491985399374,0.10421530363796105,0.39494834578421556,1.3491602738270326e-05,2.3750169316920644,0.282428961535689,4091.871535176249,0.007110831222457726,-90.51169665061776,0.0003353721921737164,0.015198538771058746,5.752371364166785e-05,1.2483955908698225e-09,0.17336028266759018
0.18328006581986217,0.25841515896288425,0.43438789714451687,1.3241316554563065e-05,1.5352800217226843,0.6297726193016866,2827.7901526045316,0.008680858341189413,-67.98717061264499,0.0003047345847862281,0.06859959148045734,0.00012026097730436282,1.2502943291565019e-09,0.1537899229710484
0.4007751935858058,0.39908311196327295,0.2765705863504005,5.821821442695496e-05,4.288825724466383,0.41854457344120544,4532.893081037965,0.03684070554669159,-70.08977459614674,0.000329744569265598,0.014660323336336156,9.380364499906636e-05,2.000504240044404e-09,0.13495683931060234
0.3837040977766326,0.9546650598631333,0.1440236713893182,0.0001653329040192364,7.626599788907507,0.76949189314652,4361.520120177661,0.0076491776842297025,-59.78916190303491,0.0003099683301572244,0.09861128476328104,5.2708668608193886e-05,2.0888389457567873e-09,0.16583296359140376
