beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
0.48215616905098346,0.07406686106080851,0.4464260987995168,0.005613936879220424,4.502281494065338,0.29875071334689723,1118.5566364178208,0.19948307575880983,-85.31967280697226,4.121922490943292e-06,0.8394063246090554,1.1171807416031594e-05,8.704448825690289e-10,0.36769238543068505
0.12837601506552776,0.06134803766793406,0.10018032414478939,0.0030013349310065475,9.144214149282833,0.3489204761215643,4864.620581844465,0.03346801700233504,-77.05238335328023,1.8243460569402852e-05,0.2994337278151157,5.885397148079912e-06,8.849663282973674e-10,0.36769292807477894
0.2222318088364048,0.05150195170793592,0.19687106150349132,0.005398188882344239,5.683077259810142,0.4466143533030247,1738.2334810852824,0.08608753570274025,-57.93364299395812,7.333123439857334e-06,0.31247523746376915,9.167472196505533e-06,1.1308440410898696e-09,0.3676929246570216
0.35666772694822135,0.4825029709955343,0.26007017920887177,0.004482206586397057,5.176155534050524,0.6630078787465558,3273.1932658186047,0.02448421449931708,-84.94639351098613,2.6101859790331954e-07,0.9538193492200224,1.4693681535970629e-05,1.1604200834011776e-09,0.36769292742788584
0.35080219123472256,0.2755667964442412,0.2885977032177763,0.005136871677162409,7.5607077324137295,0.7059422653714322,1571.1949270556506,0.06947833815040542,-56.16386486531731,2.546714035048475e-06,0.5424123465444446,7.472644529264486e-06,1.2447579723018075e-09,0.3676928937733811
0.3099167994193536,0.3513717022395948,0.26849027469540326,0.008470445018760682,9.897451101338195,0.36109115329068353,3476.233894174626,0.14255853395104778,-117.77855038857908,1.7300864342007388e-05,0.8375466423972056,2.437117629886602e-06,1.2621994230896475e-09,0.36769292826523065
0.4881725775651925,0.22967238319855043,0.44939245663851735,0.007701327025716611,2.7063255706713694,0.6874926468775001,4588.881919252538,0.10058510181576392,-119.98100031210527,1.8884966030160753e-05,0.5213244400485558,1.8925615084326428e-06,1.2636040113811023e-09,0.3676929282071098
0.3692355085697754,0.4600062397434047,0.2887356286716939,0.001796224645741239,2.738875199032678,0.4340693349218159,2901.9805167020177,0.1434111548316845,-71.40944975114144,7.370341409772873e-06,0.636396247060902,5.252608529755887e-06,1.3436973593051956e-09,0.3676923856551747
0.2238316011212164,0.6841203262536983,0.14882592821815616,0.006533736406928668,5.59995911721084,0.43706766419153664,351.1367310726447,0.06815376298184837,-92.03855126728017,2.80853389657587e-06,0.8002819801317672,7.250889602580598e-06,1.3535034409955166e-09,0.367999135841709
0.2231539348734738,0.9084610721479341,0.145848759927515,0.006054728902141859,3.0201587292006944,0.655346659837123,502.4844058794125,0.12295885641448566,-98.56876989378772,1.1950875534839121e-05,0.6225073104614112,1.2158827335993306e-05,1.3695532607278907e-09,0.3677070633113844
