beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Weights
0.3578813831285833,0.3894607236693002,0.3387722781489142,0.00928309180395982,4.508918214084575,0.1693653257149227,106.24989627674843,0.16853976317809677,-49.27288877804003,0.00011347757336908062,0.5754055065458766,0.00018726899776401454,5.597750806309499e-10,0.001
0.26227981096033526,0.4832353178788622,0.24684281013662013,0.0028243181087664973,7.257570291869666,0.4713828700520988,4130.007962208623,0.06711383202839383,-51.37279664533965,0.00033068020272367967,0.9068333487977994,5.3556939060297405e-05,7.245057969030969e-10,0.001
0.2387194672612635,0.6874869119169361,0.16635703740275382,0.0015839130723087646,2.9509311423891034,0.4264351737796239,3957.812141976281,0.028091104625867037,-71.4253547287136,0.00012178945957484764,0.5672343644135324,0.00015763161720920053,7.664393594305774e-10,0.001
0.32668681323998205,0.22953043611383017,0.27467937813299126,0.005110929264134146,8.864934887383761,0.10287338931606096,2411.2468542111615,0.13957130244224497,-74.76900382959451,0.00031591212192126546,0.20153603184260038,0.00014904675292112525,7.918512386501189e-10,0.001
0.352408431730895,0.3565292492267004,0.3118510840303855,0.003786335656852431,7.748106812472549,0.6815473251117697,2062.630896970045,0.1285344104839864,-65.19130458819559,0.0003482857859307822,0.06011489356794464,0.00013050070656662842,8.46090071368016e-10,0.001
0.3136205456790906,0.49055595577365274,0.20513444491551525,0.003388588132838879,6.093018583337094,0.14802456785110235,3747.0571975784965,0.12924244718762656,-82.715915905606,0.0001853201047377951,0.7231853730105039,8.81352276882455e-05,9.3649644015972e-10,0.001
0.29570383310686843,0.43005544228052106,0.27385459666212,0.004336620324791236,4.799604537005995,0.4156193963718071,4304.565174908055,0.12016613903085652,-57.46478278660294,0.00016554213807217432,0.6043703333415658,0.00010519181214262785,9.924124868852334e-10,0.001
0.527779472627207,0.14333104300850485,0.49318471920726625,0.009505951307068522,9.020632966832078,0.6926460163355562,1143.4859579616866,0.15987413853836355,-74.3585317325548,0.00034274587162385375,0.008158510745943204,0.0001640598174828987,1.225606876719786e-09,0.001
0.2851060287748166,0.24820483788418302,0.26919790181074466,0.0018832634481314337,5.770528952013237,0.20638375919222474,3822.1237082469643,0.12920702666216793,-48.21496427534625,0.00015574267840117562,0.5801021821299736,0.0001266824186945491,1.236511506998234e-09,0.001
0.3608882255843916,0.9915433041898698,0.2327288134407311,0.0010762290060163993,6.0905725448787615,0.6931115248058035,2437.423814703182,0.14095432631347363,-71.59687558956782,2.417110802407955e-05,0.8297477470417333,0.00012139169808105965,1.23727790863e-09,0.001
0.3463433395802465,0.4902453128273031,0.3275900340789305,0.008071157870188552,9.122414943326165,0.5542119865450581,4110.982699535505,0.1898453230966714,-59.523022701430136,0.0003450507309079172,0.579988362216407,3.112055425025954e-05,1.349618607181709e-09,0.001
0.5520726292354199,0.1642557368669021,0.4883895431506765,0.0017236172082972102,5.230699562197015,0.3061855742317231,4012.860696709392,0.0618458789053824,-91.97997734816403,0.00011718088885649652,0.8696048092002067,0.0001405214635648179,1.378853650221331e-09,0.001
0.39990386869262273,0.21083381601930762,0.40062928364805295,0.005706922469650933,9.552356106332503,0.7447614044516866,1643.5133225037494,0.1794130991988503,-49.0851264637256,0.00040072000455060075,0.2892423876559783,1.6097155427978605e-05,1.3838268392080035e-09,0.001
0.4298248661052726,0.5063081112256731,0.3224119415624844,0.0016765969847486572,5.8480157288359464,0.2994370770561019,4389.146790798607,0.020669826470943044,-83.78986538215763,0.0002230302753180455,0.4174727691923785,0.00013557468302983854,1.5832360316205305e-09,0.001
0.4033116743774374,0.2769493786576609,0.35493071934383635,0.000663248235470214,2.6526301422230216,0.7968123624387409,4097.921372397428,0.00033918809805553177,-85.5548318665503,0.0003321143757497496,0.1671760489734827,3.0284079613748513e-05,1.6691807608090965e-09,0.001
0.23560678582986105,0.7665568436281023,0.14637612332051733,0.0004492572912898929,5.447819504480181,0.6860674075501624,2280.840172065844,0.12905117969168756,-83.28025370969956,0.0002659652460414854,0.8076700021123867,0.00018012171518749662,1.7466182000078418e-09,0.001
0.1451377600090214,0.9052156487443073,0.12081302950643749,0.006657641065875651,9.707658046169623,0.4133530131068057,2055.59285347861,0.12730467245883903,-47.2874447780833,7.790782865079654e-05,0.7852650434150553,2.6468961501558396e-05,1.782101426260784e-09,0.001
0.46872889882436863,0.028845679057195484,0.4691930241016309,0.009883916308926237,2.8711968926382077,0.5622655708815787,815.5371961207674,0.1307333697823617,-74.95692133541618,0.00016985090123267766,0.6334596148860132,0.0001464061588432965,1.8413424705643541e-09,0.001
0.29978285224601264,0.8490223228058833,0.21301338467753608,0.008589567629429185,7.558089412286475,0.544309644118464,1873.0472243610016,0.0901882866031074,-77.4508579207924,0.00023699792259251375,0.07260772403470084,8.191200805212772e-05,1.8481836791590855e-09,0.001
0.4208104096295532,0.6046283959133524,0.35333070771570174,0.009238688628533397,9.934588368485137,0.6613093152741373,573.4124049760069,0.06132371937004999,-75.52457964877664,0.0002459465186937595,0.24990842557840087,0.00016502984239968535,1.9819261112421583e-09,0.001
0.31026011121024344,0.34338456831931274,0.28161672382175384,0.007589547730624645,3.704582153865868,0.7128086588114809,3549.9778284091026,0.1491727312229976,-67.30130248779145,7.062298533516611e-05,0.3174956404288679,8.21119650719758e-05,1.9963581429597047e-09,0.001
0.35303567910495226,0.40520883243247174,0.3801413977024477,0.009179073754906217,6.0555320752185935,0.11431384738501131,3332.1963391006543,0.1873388980854449,-47.77206238803362,0.0001652304082616678,0.9653181014257818,8.39712448314861e-05,2.000093381050848e-09,0.001
0.21435606773770743,0.6393612474943589,0.20288154398142907,0.0017282128535809783,6.486846904516106,0.33624047556564823,3735.0842413506143,0.035970438271595205,-53.375837282601665,8.913255436567512e-05,0.2414142088336778,9.075249426242618e-05,2.007227952830972e-09,0.001
0.35761900423307613,0.6296777367204073,0.37004364765509645,0.007977906291356217,9.468136968330072,0.42606216290303367,4632.519146315477,0.018775629245255512,-45.439153221442496,2.29910884158385e-05,0.4296459403343378,2.347729375288294e-05,2.021222323150037e-09,0.001
0.19235156378339646,0.4806185228959905,0.1268574465183488,0.00947461261673764,4.086753174125574,0.21267429972963148,4117.1495387779005,0.1373408049111613,-74.5659120915034,0.00035816391262411446,0.35528721084685966,0.00017552086023736165,2.0545682319690307e-09,0.001
0.3945149758188957,0.8064553378748254,0.291891505745963,0.005693823579612397,8.368246125642251,0.25744233020322055,4763.395887600074,0.08050393518833254,-64.66889522430387,2.215557972804979e-06,0.5236646835257064,0.0001441310213504723,2.1083766739394745e-09,0.001
0.1371686851162407,0.2830017894198066,0.11217544280234595,0.0001745325736525838,7.411771343395144,0.4253868396189442,4628.241184730559,0.19597530512755262,-79.6237597416901,0.0003669946352437602,0.12440132591176067,5.9442993525587746e-05,2.133746483274692e-09,0.001
0.30720320580076466,0.40985372572034884,0.29443204575478227,0.0037646514243954376,1.8238732224739582,0.5175332835438182,2073.6835487773988,0.05676856757267841,-62.88917168353785,3.804760135546181e-05,0.04250764985104383,0.00011608789465111437,2.141144687647594e-09,0.001
