beta,b,gamma,eta_0,phi,I0,Ii0,Error,Weights
0.4146224078261158,0.05519519109918691,0.31621561915180935,6.316566064535526,-124.44486293121949,0.00022314192993836248,0.0001465752737378964,3.002352154149875e-10,0.001
0.5538547474300234,0.03321450805217985,0.42167061805002837,6.08145552571038,-113.48725817646833,0.00011253739414715473,0.00014899577605464236,3.00540584856905e-10,0.001
0.30407795367419443,0.1581344093846987,0.21737200671624493,6.956504203093089,-98.50154281932647,0.00033731685893041496,6.861287953936412e-05,3.7350308853509464e-10,0.001
0.1864446555014455,0.16658588399057206,0.12857833282627024,2.99583288077359,-125.43473167618458,0.00010256659345182564,4.362927173601856e-05,3.9152963510342267e-10,0.001
0.5706796567514664,0.027554348631932957,0.4448126872085588,4.023540850506035,-120.95823739944156,0.000263818938418887,8.807565182828392e-05,3.9914141757698165e-10,0.001
0.5263569017906408,0.08208511800011198,0.39630592227036787,6.708630869572537,-95.42074185958653,0.0002726160404729514,0.0001256325476099722,4.191942646080486e-10,0.001
0.5261651219931157,0.1140042156857839,0.3886427374151121,4.700086057099289,-89.25131725134739,0.00032229243272580095,0.00010678650815605129,4.658340543712349e-10,0.001
0.18613429303939172,0.25217932266996046,0.12361009211008583,1.6488439118703146,-104.9421893893046,6.821764001646772e-05,6.544544101899288e-05,4.81152737727762e-10,0.001
0.2478419379633029,0.024818881225163736,0.18508193031835785,4.518670729145654,-127.51555000794254,0.00024801765920959377,1.5072952797171058e-05,4.939997595417273e-10,0.001
0.3457858445665439,0.011954996898903558,0.26576786849675577,5.20532449565331,-67.33814685575722,0.00025394845110661077,0.00010369717421960317,5.318821308933469e-10,0.001
0.2234732449875974,0.5536242637821633,0.11997284940511821,2.4259298745385696,-80.1757033484871,8.71300097471764e-05,0.00016901018399634223,5.871150231312196e-10,0.001
0.666880448252809,0.07949132834004169,0.49603457486847014,7.587341397109778,-102.3800734546439,0.0002017432519115984,4.8171415460928305e-05,6.228597893578195e-10,0.001
0.1389538363081836,0.08207880392128353,0.10100146938355246,5.093966048622251,-60.899071120464995,0.00032253099270806806,0.00014666518843549193,6.40885127698208e-10,0.001
0.47818848562154137,0.29741217231490247,0.3156700613403385,2.392443009241272,-82.23700380333617,4.252289492901268e-05,0.00016640907801094144,6.642016603823111e-10,0.001
0.6333755087859865,0.09506163518317445,0.47327499331508605,3.208740387266944,-112.25455728280073,1.0953909211329846e-05,7.438582548342482e-06,6.759229703016853e-10,0.001
0.4285689064210686,0.0531953370085696,0.32502533774704256,6.773019759960459,-72.41480415205825,0.0001014600533353621,0.00017052212646434458,6.761104822056633e-10,0.001
0.2886968542134827,0.24993511510328026,0.19194635388466832,6.994349602255366,-67.94826799443388,9.356722125460262e-05,0.00012088455173775176,6.801411998790012e-10,0.001
0.5226117246363485,0.20582159861793725,0.36273411855096194,6.7501143351755335,-80.80794167429869,0.00023118843502338102,0.00016984747636611324,6.840079278846319e-10,0.001
0.21710983130385034,0.437853771438396,0.13344641040846247,4.470448465977128,-100.85596047631049,0.00020265000454829787,6.125832443896888e-06,7.131267646807051e-10,0.001
0.4212460177623625,0.12362111260015485,0.312344410725073,6.833872501171934,-95.68099139458305,0.00017553088679230988,4.507175129650606e-05,7.506698044665494e-10,0.001
0.6063384188609022,0.17287115802745212,0.43256208005586283,8.451778506460343,-75.49173894239047,0.00010107663740285389,4.971831633995126e-05,7.600608113534789e-10,0.001
0.4030760993907666,0.07224123266935156,0.30941620784679325,3.7709072301916935,-107.43052687375186,0.00011851988808937665,6.918535763534844e-05,7.61186820521066e-10,0.001
0.2307031553380403,0.17648725388637088,0.1667734490204334,5.753909349519737,-50.31212273113155,0.00022404194933965698,7.7897121172071e-05,8.321295534005947e-10,0.001
0.2657058934584458,0.42187176549679206,0.17858334263361622,5.3305262057531015,-126.08573452529414,0.0001611071930530055,9.553070749355822e-05,8.434068254047597e-10,0.001
0.3180957545089258,0.18415877405721304,0.22487154303854542,3.1500219660559536,-110.99224058228604,0.00014200081801078154,0.0001415947194213066,8.62960527062634e-10,0.001
0.1856665853282345,0.28278439424492874,0.12264811949456145,8.668717944951315,-125.87872607695418,6.499914693306129e-05,9.616350115994963e-05,8.635994708760879e-10,0.001
0.3970214944771031,0.1203776823366196,0.2844905676123602,9.65764894748232,-55.57260467079689,0.00017448560434234997,6.469950231777464e-05,8.664831538475235e-10,0.001
0.5699713698512561,0.17370011396279594,0.42807056325183346,9.746608506600385,-131.16163201376514,0.00013277378777765047,0.00014068384385767865,8.71120393458813e-10,0.001
0.18219301736239607,0.16661455120317314,0.13616527939582312,2.0529315572998494,-93.0515244946822,0.0001969018420884979,2.6614645343038254e-05,8.765011711618e-10,0.001
0.308660193037841,0.28302224124931374,0.21575041279525264,5.412536880039183,-104.20624398398455,0.00029137458428414207,3.427278562080263e-05,8.769191012843099e-10,0.001
0.3268561917290249,0.1278075920967776,0.24356357821718838,9.603893819280982,-114.8834423659253,0.00020920019071232851,0.00016488424570055096,8.803186939166358e-10,0.001
0.45200175876836024,0.20168625174859145,0.31584680119600717,1.884434229891114,-58.12639321573367,1.649804948173021e-05,7.58348254674026e-05,8.818905024711897e-10,0.001
0.34187748213455393,0.3683262857381926,0.22670533800391035,5.785762382139561,-118.64473841859613,4.28190944502269e-05,0.00013647327390207324,9.038230211596843e-10,0.001
0.3792007161243731,0.10635703957049247,0.2855530117172801,9.45722234879769,-61.65714520921068,0.000221086728517638,7.24473191036585e-06,9.138057716833105e-10,0.001
0.3154614728609464,0.16859347146920312,0.2336433896597132,6.70801845929681,-80.00551016067371,0.000330670574088545,6.549422437619261e-05,9.37919370597062e-10,0.001
0.5767121616143702,0.20542744462525397,0.41719679343078153,4.085308779505431,-76.63469045409977,8.637313999488166e-05,0.00015949612539002502,9.468173173594363e-10,0.001
0.3596513508110857,0.14128641717891732,0.2719144576896072,3.572780776825731,-68.62409157863095,0.00028624961647965945,6.54741500373172e-05,9.527372201113153e-10,0.001
0.17108284335085971,0.06716456984581154,0.1392093554826369,2.053380153788657,-97.56839130512037,0.0002595346729328152,7.987745089491508e-05,9.750786222184262e-10,0.001
0.4334984926084463,0.514994144403742,0.26254926445378113,6.861722003295693,-70.43863264531407,3.115947927615002e-05,4.803102716130156e-05,9.766366456524866e-10,0.001
0.23844173453713272,0.32745655287708364,0.16271601791385018,7.888130514851639,-105.7820884922537,0.00031446218859952017,2.0037524363215414e-06,9.80669221361672e-10,0.001
0.3003247991726542,0.08108840204563128,0.2308991948434252,9.690770358291827,-84.90811573885182,0.000321554163627571,0.00015029409218336818,9.807855841130704e-10,0.001
0.3745189908066163,0.251152441564498,0.2559684771459739,9.918251416060754,-65.75403403051659,5.6484060407892884e-05,2.1784466009712376e-05,9.87939530909507e-10,0.001
0.361790539506601,0.6238712654960665,0.20131546587588833,9.852734479401198,-95.32241702716965,0.0001340130027036132,2.7207053973149113e-05,9.932924763745812e-10,0.001
0.26977695575738353,0.1251194519447414,0.2129230978387447,1.3052790619472332,-106.70703371057627,0.00017979615998922518,0.00011685089591874083,9.936829403025038e-10,0.001
0.18856080804352804,0.7562152732197999,0.12202810929817419,8.100422086868896,-57.193185402913045,0.00022766593303172414,0.00011491739456494739,9.943157633253205e-10,0.001
