,0
0,1.047142857
1,1.045714286
2,1.05
3,1.047142857
4,1.047142857
5,1.042857143
6,1.037142857
7,1.03
8,1.024285714
9,1.022857143
10,1.014285714
11,1.01
12,1.002857143
13,0.997142857
14,0.991428571
15,0.984285714
16,0.978571429
17,0.971428571
18,0.978571429
19,0.961428571
20,0.945714286
21,0.927142857
22,0.907142857
23,0.884285714
24,0.941428571
25,0.948571429
26,0.937142857
27,0.928571429
28,0.921428571
29,0.914285714
30,0.815714286
31,0.797142857
32,0.811428571
33,0.808571429
34,0.807142857
35,0.805714286
36,0.805714286
37,0.798571429
38,0.78
39,0.78
40,0.784285714
41,0.792857143
42,0.802857143
43,0.812857143
44,0.82
45,0.861428571
46,0.88
47,0.808571429
48,0.725714286
49,0.721428571
50,0.714285714
51,0.614285714
52,0.584285714
53,0.675714286
54,0.76
55,0.765714286
56,0.774285714
57,0.841428571
58,0.855714286
59,0.818571429
60,0.838571429
61,0.841428571
62,0.841428571
63,0.844285714
64,0.848571429
65,0.87
66,0.854285714
67,0.872857143
68,0.874285714
69,0.872857143
70,0.872857143
71,0.871428571
72,0.865714286
73,0.854285714
74,0.878571429
75,0.878571429
76,0.878571429
77,0.88
78,0.882857143
79,0.872857143
80,0.854285714
81,0.88
82,0.877142857
83,0.872857143
84,0.87
85,0.87
86,0.861428571
87,0.84
88,0.868571429
89,0.87
90,0.87
91,0.868571429
92,0.865714286
93,0.854285714
94,0.83
95,0.858571429
96,0.854285714
97,0.851428571
98,0.851428571
99,0.851428571
100,0.838571429
101,0.817142857
102,0.855714286
103,0.851428571
104,0.848571429
105,0.847142857
106,0.848571429
107,0.831428571
108,0.801428571
109,0.844285714
110,0.842857143
111,0.842857143
112,0.841428571
113,0.84
114,0.764285714
115,0.727142857
116,0.77
117,0.764285714
118,0.76
119,0.76
120,0.82
121,0.811428571
122,0.781428571
123,0.824285714
124,0.822857143
125,0.821428571
126,0.82
127,0.818571429
128,0.801428571
129,0.774285714
130,0.824285714
131,0.821428571
132,0.818571429
133,0.818571429
134,0.817142857
135,0.8
136,0.767142857
137,0.818571429
138,0.818571429
139,0.817142857
140,0.817142857
141,0.817142857
142,0.8
143,0.764285714
144,0.812857143
145,0.812857143
146,0.812857143
147,0.814285714
148,0.814285714
149,0.801428571
150,0.771428571
151,0.785714286
152,0.702857143
153,0.657142857
154,0.652857143
155,0.647142857
156,0.625714286
157,0.622857143
158,0.75
159,0.79
160,0.792857143
161,0.794285714
162,0.797142857
163,0.782857143
164,0.752857143
165,0.801428571
166,0.802857143
167,0.805714286
168,0.81
169,0.814285714
170,0.801428571
171,0.772857143
172,0.821428571
173,0.825714286
174,0.828571429
175,0.837142857
176,0.844285714
177,0.838571429
178,0.811428571
179,0.852857143
180,0.854285714
181,0.852857143
182,0.857142857
183,0.857142857
184,0.845714286
185,0.822857143
186,0.86
187,0.871428571
188,0.878571429
189,0.888571429
190,0.895714286
191,0.891428571
192,0.875714286
193,0.901428571
194,0.901428571
195,0.902857143
196,0.91
197,0.914285714
198,0.908571429
199,0.895714286
200,0.914285714
201,0.92
202,0.922857143
203,0.925714286
204,0.928571429
205,0.921428571
206,0.905714286
207,0.912857143
208,0.91
209,0.908571429
210,0.91
211,0.911428571
212,0.915714286
213,0.912857143
214,0.922857143
215,0.925714286
216,0.925714286
217,0.927142857
218,0.927142857
219,0.921428571
220,0.915714286
221,0.918571429
222,0.918571429
223,0.917142857
224,0.918571429
225,0.921428571
226,0.92
227,0.92
228,0.924285714
229,0.921428571
230,0.918571429
231,0.917142857
232,0.914285714
233,0.908571429
234,0.902857143
235,0.904285714
236,0.888571429
237,0.871428571
238,0.855714286
239,0.84
240,0.82
241,0.785714286
242,0.798571429
243,0.81
244,0.822857143
245,0.835714286
246,0.851428571
247,0.88
248,0.877142857
249,0.875714286
250,0.872857143
251,0.87
252,0.867142857
253,0.865714286
254,0.864285714
255,0.862857143
256,0.862857143
257,0.861428571
258,0.861428571
259,0.861428571
260,0.861428571
261,0.861428571
262,0.864285714
263,0.867142857
264,0.867142857
265,0.867142857
266,0.868571429
267,0.868571429
268,0.865714286
269,0.864285714
270,0.865714286
271,0.865714286
