,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.0557142857142856
7,1.072857142857143
8,1.0742857142857143
9,1.0557142857142856
10,1.06
11,1.0642857142857143
12,1.0657142857142856
13,1.0571428571428572
14,1.0742857142857143
15,1.0785714285714285
16,1.0542857142857143
17,0.9971428571428571
18,1.002857142857143
19,1.0057142857142858
20,1.0014285714285713
21,1.0185714285714287
22,1.0271428571428571
23,1.0771428571428572
24,1.0785714285714285
25,1.082857142857143
26,1.0771428571428572
27,1.0514285714285714
28,1.04
29,1.0185714285714287
30,0.9857142857142857
31,0.95
32,0.9085714285714286
33,0.8657142857142857
34,0.8171428571428572
35,0.7728571428571428
36,0.7228571428571428
37,0.6671428571428573
38,0.6328571428571429
39,0.6057142857142856
40,0.5828571428571429
41,0.56
42,0.55
43,0.5514285714285715
44,0.5485714285714285
45,0.5528571428571428
46,0.5571428571428572
47,0.56
48,0.56
49,0.5628571428571428
50,0.5657142857142857
51,0.5671428571428572
52,0.5742857142857143
53,0.5814285714285714
54,0.5857142857142857
55,0.5842857142857143
56,0.5842857142857143
57,0.5871428571428572
58,0.59
59,0.5871428571428572
60,0.5885714285714285
61,0.5928571428571429
62,0.5957142857142856
63,0.5857142857142857
64,0.5842857142857143
65,0.5814285714285714
66,0.5771428571428572
67,0.5814285714285714
68,0.5842857142857143
69,0.5985714285714285
70,0.6057142857142856
71,0.6257142857142857
72,0.6414285714285713
73,0.65
74,0.6585714285714286
75,0.6642857142857143
76,0.6671428571428573
77,0.6085714285714285
78,0.59
79,0.5842857142857143
80,0.5942857142857143
81,0.6042857142857143
82,0.6042857142857143
83,0.6685714285714286
84,0.7028571428571427
85,0.7228571428571428
86,0.7328571428571428
87,0.7457142857142857
88,0.7642857142857143
89,0.7785714285714286
90,0.7842857142857143
91,0.7971428571428573
92,0.8142857142857143
93,0.8342857142857143
94,0.8485714285714286
95,0.8557142857142856
96,0.8585714285714287
97,0.8557142857142856
98,0.8514285714285714
99,0.85
100,0.8728571428571429
101,0.8457142857142856
102,0.8542857142857143
103,0.86
104,0.8585714285714287
105,0.8585714285714287
106,0.8542857142857143
107,0.9085714285714286
108,0.92
109,0.93
110,0.9342857142857143
111,0.9328571428571429
112,0.9242857142857143
113,0.9242857142857143
114,0.94
115,0.9414285714285714
116,0.9457142857142857
117,0.9457142857142857
118,0.9342857142857143
119,0.9214285714285714
120,0.9157142857142857
121,0.9328571428571429
122,0.9342857142857143
123,0.937142857142857
124,0.942857142857143
125,0.9357142857142857
126,0.9242857142857143
127,0.9157142857142857
128,0.9257142857142857
129,0.9214285714285714
130,0.9214285714285714
131,0.9228571428571429
132,0.9157142857142857
133,0.9042857142857144
134,0.9
135,0.917142857142857
136,0.92
137,0.9228571428571429
138,0.9257142857142857
139,0.92
140,0.9114285714285714
141,0.91
142,0.9242857142857143
143,0.9242857142857143
144,0.9228571428571429
145,0.9228571428571429
146,0.9142857142857143
147,0.8985714285714286
148,0.89
149,0.9014285714285714
150,0.9014285714285714
151,0.9
152,0.9
153,0.8928571428571429
154,0.88
155,0.8757142857142857
156,0.89
157,0.89
158,0.8885714285714286
159,0.8857142857142857
160,0.8785714285714286
161,0.8642857142857143
162,0.8585714285714287
163,0.8757142857142857
164,0.8757142857142857
165,0.8757142857142857
166,0.8742857142857143
167,0.8614285714285714
168,0.81
169,0.7885714285714286
170,0.8042857142857143
171,0.8
172,0.7957142857142857
173,0.7942857142857143
174,0.82
175,0.8157142857142857
176,0.8128571428571427
177,0.8371428571428572
178,0.84
179,0.8414285714285714
180,0.84
181,0.8328571428571427
182,0.8114285714285714
183,0.8
184,0.8242857142857143
185,0.83
186,0.8357142857142857
187,0.8414285714285714
188,0.8414285714285714
189,0.8314285714285714
190,0.8257142857142857
191,0.8485714285714286
192,0.8557142857142856
193,0.8614285714285714
194,0.8671428571428571
195,0.8685714285714287
196,0.8585714285714287
197,0.8514285714285714
198,0.8685714285714287
199,0.8742857142857143
200,0.88
201,0.8828571428571429
202,0.88
203,0.8742857142857143
204,0.8714285714285714
205,0.8842857142857143
206,0.8871428571428571
207,0.8914285714285713
208,0.8957142857142857
209,0.8914285714285713
210,0.8842857142857143
211,0.88
212,0.8914285714285713
213,0.9
214,0.907142857142857
215,0.9114285714285714
216,0.9085714285714286
217,0.907142857142857
218,0.9042857142857144
219,0.91
220,0.9128571428571429
221,0.917142857142857
222,0.92
223,0.917142857142857
224,0.9157142857142857
225,0.91
226,0.9128571428571429
227,0.92
228,0.927142857142857
229,0.9285714285714286
230,0.927142857142857
231,0.9328571428571429
232,0.927142857142857
233,0.9228571428571429
234,0.92
235,0.9242857142857143
236,0.9228571428571429
237,0.917142857142857
238,0.927142857142857
239,0.9285714285714286
240,0.93
241,0.9314285714285714
242,0.937142857142857
243,0.9385714285714286
244,0.9314285714285714
245,0.937142857142857
246,0.937142857142857
247,0.9342857142857143
248,0.937142857142857
249,0.9385714285714286
250,0.9385714285714286
251,0.9314285714285714
252,0.937142857142857
253,0.9342857142857143
254,0.927142857142857
255,0.9242857142857143
256,0.92
257,0.9114285714285714
258,0.8942857142857144
259,0.8928571428571429
260,0.89
261,0.8814285714285713
262,0.88
263,0.8842857142857143
264,0.8885714285714286
265,0.8857142857142857
266,0.8885714285714286
267,0.8928571428571429
268,0.89
269,0.8928571428571429
270,0.8957142857142857
271,0.8942857142857144
272,0.8871428571428571
273,0.8885714285714286
274,0.8914285714285713
275,0.8928571428571429
276,0.8842857142857143
277,0.8785714285714286
278,0.8714285714285714
279,0.86
280,0.8557142857142856
281,0.8385714285714286
282,0.8385714285714286
283,0.8528571428571429
284,0.8642857142857143
285,0.8271428571428572
286,0.83
287,0.8471428571428571
288,0.8528571428571429
289,0.84
290,0.8457142857142856
291,0.8971428571428571
292,0.9014285714285714
293,0.8971428571428571
294,0.907142857142857
295,0.917142857142857
296,0.907142857142857
297,0.91
298,0.9142857142857143
299,0.9157142857142857
300,0.91
301,0.917142857142857
302,0.9214285714285714
303,0.907142857142857
304,0.9085714285714286
305,0.9114285714285714
306,0.9128571428571429
307,0.9042857142857144
308,0.9085714285714286
309,0.9085714285714286
310,0.8942857142857144
