0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.11109999999999999
7,0.11109999999999999
8,0.11109999999999999
9,0.11109999999999999
10,0.11109999999999999
11,0.11109999999999999
12,0.11109999999999999
13,0.11109999999999999
14,0.11109999999999999
15,0.11109999999999999
16,0.11109999999999999
17,0.11109999999999999
18,0.11109999999999999
19,0.11109999999999999
20,0.11109999999999999
21,0.11109999999999999
22,0.11109999999999999
23,0.11109999999999999
24,0.11109999999999999
25,0.11109999999999999
26,0.11109999999999999
27,0.11109999999999999
28,0.11109999999999999
29,0.11573333333333334
30,0.12036666666666668
31,0.12500000000000003
32,0.12963333333333335
33,0.13426666666666667
34,0.1389
35,0.14815
36,0.1574
37,0.16665
38,0.18208333333333335
39,0.24381666666666665
40,0.30555
41,0.35803333333333337
42,0.4105166666666667
43,0.5000333333333333
44,0.5833666666666667
45,0.6342833333333333
46,0.6852
47,0.7361166666666668
48,0.7870333333333334
49,0.8009166666666667
50,0.8148
51,0.8148
52,0.8148
53,0.8148
54,0.8148
55,0.8148
56,0.8148
57,0.8148
58,0.8148
59,0.8148
60,0.8148
61,0.8148
62,0.8148
63,0.8148
64,0.8148
65,0.8148
66,0.8148
67,0.8148
68,0.8148
69,0.8148
70,0.8148
71,0.8148
72,0.8148
73,0.8148
74,0.8148
75,0.8148
76,0.8148
77,0.8148
78,0.8148
79,0.8148
80,0.8148
81,0.8148
82,0.8148
83,0.8148
84,0.8148
85,0.8148
86,0.8148
87,0.8148
88,0.8148
89,0.8148
90,0.8148
91,0.8101666666666666
92,0.8055333333333333
93,0.8009
94,0.7962666666666666
95,0.7916333333333333
96,0.787
97,0.7808333333333334
98,0.7746666666666666
99,0.7685000000000001
100,0.7623333333333333
101,0.7561666666666667
102,0.75
103,0.75
104,0.75
105,0.75
106,0.75
107,0.75
108,0.75
109,0.75
110,0.75
111,0.75
112,0.75
113,0.75
114,0.75
115,0.75
116,0.75
117,0.75
118,0.75
119,0.75
120,0.75
121,0.75
122,0.7469166666666668
123,0.7438333333333333
124,0.7407499999999999
125,0.7021666666666667
126,0.6635833333333333
127,0.625
128,0.5895
129,0.5539999999999999
130,0.5185
131,0.5185
132,0.5185
133,0.5185
134,0.5185
135,0.5185
136,0.5185
137,0.5185
138,0.5185
139,0.5185
140,0.5185
141,0.5185
142,0.5185
143,0.5185
144,0.5185
145,0.5185
146,0.5185
147,0.5185
148,0.5154166666666666
149,0.5123333333333333
150,0.50925
151,0.5061666666666667
152,0.5030833333333333
153,0.5
154,0.5
155,0.5
156,0.5
157,0.5
158,0.5
159,0.5
160,0.5
161,0.5
162,0.5
163,0.5
164,0.5
165,0.5
166,0.5
167,0.5
168,0.5
169,0.5
170,0.5
171,0.5
172,0.5
173,0.5
174,0.5
175,0.5046333333333334
176,0.52315
177,0.5416666666666666
178,0.5601833333333334
179,0.5787
180,0.5972166666666666
181,0.6111
182,0.6111
183,0.6111
184,0.6111
185,0.6049333333333333
186,0.5987666666666667
187,0.60185
188,0.6049333333333333
189,0.6080166666666666
190,0.6033833333333333
191,0.6049166666666667
192,0.60645
193,0.5987333333333333
194,0.5910166666666666
195,0.5833
196,0.5833
197,0.5833
198,0.5833
199,0.5833
200,0.5833
201,0.5833
202,0.5833
203,0.5833
204,0.5833
205,0.5740500000000001
206,0.5648000000000001
207,0.5555500000000001
208,0.5463
209,0.53705
210,0.5278
211,0.5278
212,0.5278
213,0.5278
214,0.5278
215,0.5278
216,0.5278
217,0.5278
218,0.5278
219,0.5278
220,0.5278
221,0.5278
222,0.5278
223,0.5278
224,0.5278
225,0.5278
226,0.5278
227,0.5278
228,0.5278
229,0.5278
230,0.5278
231,0.5278
232,0.5278
233,0.5278
234,0.5278
235,0.5278
236,0.5278
237,0.5278
238,0.5278
239,0.5185333333333334
240,0.5092666666666666
241,0.5
242,0.4907333333333333
243,0.48146666666666665
244,0.4722
245,0.4722
246,0.4722
247,0.4722
248,0.4722
249,0.4722
250,0.4722
251,0.4722
252,0.4722
253,0.4722
254,0.4722
255,0.4722
256,0.4722
257,0.4722
258,0.48455000000000004
259,0.49690000000000006
260,0.50925
261,0.5216
262,0.53395
263,0.5463
264,0.5463
265,0.5463
266,0.5463
267,0.5463
268,0.5493833333333333
269,0.5524666666666667
270,0.55555
271,0.5586333333333333
272,0.5771499999999999
273,0.5956666666666667
274,0.6111
275,0.6265333333333333
276,0.6419666666666667
277,0.6574
278,0.6574
279,0.6574
280,0.6574
281,0.6574
282,0.6574
283,0.6574
284,0.6574
285,0.6574
286,0.6543166666666667
287,0.6512333333333333
288,0.64815
289,0.6450666666666667
290,0.6419833333333334
291,0.6389
292,0.6389
293,0.6389
294,0.6389
295,0.6389
296,0.6389
297,0.6389
298,0.6389
299,0.6389
300,0.6389
301,0.6327333333333334
302,0.6265666666666667
303,0.6204000000000001
304,0.6142333333333334
305,0.6080666666666668
306,0.6019
307,0.6019
308,0.6019
309,0.6019
310,0.6019
311,0.6019
312,0.6019
313,0.6019
314,0.6019
315,0.6019
316,0.6019
317,0.6019
318,0.6019
319,0.6019
320,0.6019
321,0.6019
322,0.6019
323,0.6019
324,0.6019
325,0.6019
326,0.6019
327,0.6019
328,0.6019
329,0.6019
330,0.6019
331,0.6019
332,0.6019
333,0.6019
334,0.6019
335,0.6019
336,0.6019
337,0.6019
338,0.6019
339,0.6019
340,0.6019
341,0.6019
342,0.6019
343,0.6019
344,0.6019
345,0.6019
346,0.6019
347,0.6019
348,0.6019
349,0.6019
350,0.6019
351,0.6019
352,0.6019
353,0.6019
354,0.6019
355,0.6019
356,0.6019
357,0.6019
358,0.6065166666666667
359,0.6111333333333333
360,0.6157499999999999
