,beta,b,gamma,eta_0,phi,I0,Ii0,Error
0,0.3224262859843955,0.0326002276363447,0.2406611249809278,8.927172346233096,-45.80344337918834,0.0001141011649885,0.0001417571668371,4.9183377596925037e-11
1,0.4137408928392548,0.0009163497832843,0.3194199970122651,8.675683740459078,-78.20143979124973,0.000136557155456,0.00012913571659,4.939445440089734e-11
2,0.4361144949998056,0.0301401983083083,0.3294414605822041,7.508345268200303,-46.44388618004043,6.381769196246361e-05,0.0001075806375391,4.946373115454545e-11
3,0.4610148748801789,0.0041989758632509,0.3556736624823219,8.855679880398412,-71.48933787614678,0.000106824692704,8.99613123456153e-05,4.9626731333847595e-11
4,0.335444211484128,0.006589457217742,0.2552104113014193,9.718747423755309,-62.53682336796045,0.0001549861953118,0.0001010925662173,5.0186500803632886e-11
5,0.3715966451290788,0.0065424576217109,0.2844540239885292,8.690435878678201,-60.70525780796126,0.0001339991109569,0.0001304660329983,5.0234650690440096e-11
6,0.4463668283368114,0.0002263812465827,0.344111719735019,8.007357100310372,-68.62145712744474,0.0001004616815992,0.0001372768399741,5.0279084181165745e-11
7,0.2870531721096838,0.0060253887017325,0.2170685829843146,9.868963444696917,-50.45078167937577,0.000199702232217,0.0001174366743807,5.054401849216924e-11
8,0.4088331260202503,0.0036096313352624,0.3125209226776321,9.681813545192297,-84.786576004786,0.000106501625825,0.0001347799197753,5.0628871860115796e-11
9,0.3147298964198888,0.0043803965576833,0.2402123971235578,8.571568053877701,-48.5408532800419,0.0001725862258538,0.0001129794229442,5.0699772953488334e-11
10,0.421019581949491,0.0429148906058174,0.3120621924458797,8.978464803266123,-47.558809034975695,4.783925071235824e-05,0.000114452233969,5.070549087327351e-11
11,0.3309539656826442,0.0381765356454494,0.244947107008922,9.439613756471184,-50.79354587022191,9.92865706204341e-05,8.747649422039708e-05,5.078625535139045e-11
12,0.3218995135785254,0.0002503104672764,0.2455700734215403,9.560407067808782,-71.42255431017524,0.0001555141047064,9.971221048697131e-05,5.083346436551579e-11
13,0.3148244277844432,0.0176137190583699,0.2374158906893372,9.913883377186986,-56.67031531004475,0.0001671823982902,9.292995726979896e-05,5.1000563618328966e-11
14,0.2610441703340663,0.0026706411440096,0.197032951572026,9.78544474830498,-60.009892974441854,0.0002171236653916,8.145931587923985e-05,5.1183874052947855e-11
15,0.3330035547807026,0.024643693182089,0.2493354356814699,9.636705191922674,-47.67612345214806,0.0001284425416865,0.0001399691320674,5.1259803069473506e-11
16,0.3979491679906193,0.0107550818177604,0.3053220469330026,7.993782737536677,-53.16474323262167,0.0001191169971376,0.0001064384576311,5.1280806149775024e-11
17,0.3858328879994773,0.0033038761833666,0.2955852649715972,7.916607248525649,-77.63913460313694,0.0001092027888843,0.0001435402767775,5.1475810079934305e-11
18,0.3439954704376725,0.0079103873491648,0.2631052605580137,6.75454389486396,-49.47508146971873,0.0001203352054542,0.0001324818150582,5.168889074188841e-11
19,0.4938416245040647,0.0237815584216904,0.3746294801179882,8.339870830932071,-61.25764835737405,5.666167067991007e-05,0.0001329391891469,5.1737302355822055e-11
20,0.3539609738738162,0.0011717683018926,0.2701039170609507,9.276872778433953,-59.15682522786046,0.0001169557441015,0.000120671686476,5.1764546765308315e-11
21,0.2550553362897796,0.0334258716293149,0.1880759700099268,7.818718025066093,-45.51797576122733,0.000118091306788,0.000136818451099,5.177368715851482e-11
22,0.2810434461780375,0.030533425734123,0.209602800579008,8.098324159723408,-48.68697109351471,0.0001356379507424,9.226345887631662e-05,5.183439277974402e-11
23,0.2756231450140498,0.0115804952782582,0.2082984583604771,8.159222569449401,-50.00972477839085,0.0001708282057645,0.0001369142708247,5.1842667992179965e-11
24,0.3478910538177552,0.0032765818983554,0.2660908194201046,7.262055911927101,-49.96085822048849,0.0001057149541466,0.0001280556460698,5.1904509435232875e-11
25,0.3684746309921626,0.0099285496196011,0.2820130880118945,7.276937808130872,-50.8445578124056,0.0001241634365025,0.0001387382415904,5.1982149672043474e-11
26,0.3487574442404313,0.004858006154132,0.2672814968752016,9.093148862185847,-45.254170473437554,0.0001477285034889,7.732364165272267e-05,5.2018490067789874e-11
27,0.2676796680983159,0.0356708336348618,0.1987416238418438,7.573506801814651,-45.59627196639061,0.0001249505238349,0.0001243144856234,5.20751865862726e-11
28,0.2195430898275623,0.0332739636136592,0.1610501181513714,8.30246823665825,-45.52061625707591,0.0001710038204444,0.0001370734402796,5.2094288249563976e-11
29,0.3290156955695091,0.0125116636632141,0.24943770747421,8.180039341353273,-56.10330246751431,0.0001201555125051,0.0001331834123887,5.213166136920571e-11
30,0.3892397719409653,0.0061097810958912,0.2978015898665422,8.8120875215997,-72.49837397135553,0.0001095245422137,9.84323792042558e-05,5.2137671111888586e-11
31,0.2714612261952414,0.0436409575752316,0.1996241053236772,7.862976918427109,-48.62650802292196,0.0001193240783716,8.233719815733492e-05,5.21612726332793e-11
32,0.2263161667754867,0.0319981153316415,0.1652688058993959,9.378703970080004,-47.1487930820712,0.0001625846769605,0.0001294410809631,5.2167769490459397e-11
33,0.2449048673722283,0.0249466095432483,0.1821669747046585,8.075440411088579,-45.22607454631331,0.0001789811930233,2.100561765539386e-05,5.217877324952391e-11
34,0.3589014242680755,0.0485768252278251,0.2660537942205208,8.314865836252766,-50.63148126471686,7.644833242867635e-05,9.86680040712982e-05,5.219512195220709e-11
35,0.2483484301006471,0.0253746917933657,0.184073052104708,7.635020870959487,-47.5264923678056,0.0001360682217909,9.475712388450763e-05,5.228363386484378e-11
36,0.3250652356975619,0.0012036608897514,0.2497126505434027,8.426259427339497,-49.78996744685266,0.0001952796967943,0.0001248072803139,5.230084547546398e-11
37,0.2917530075432762,0.0014893851214711,0.2222170721228742,8.139716786425716,-74.82010794114116,0.0001607539465773,0.0001275361590828,5.2310616918393494e-11
38,0.2621048280933661,0.0068834725522768,0.1970324615636006,8.837450062539862,-54.86250595186741,0.0001711834371163,0.0001080938614717,5.232966136154555e-11
39,0.3006558791922311,0.0053134411852178,0.229857191690722,7.334348972172092,-45.66030056273945,0.0001629009021455,3.3774336729367736e-05,5.235251757482868e-11
40,0.2712484840510825,0.0160631247385773,0.2043615695998101,7.724836873709171,-48.60553222979176,0.0001554162367321,6.9717479364436055e-06,5.238756322549477e-11
41,0.3485172601987875,0.0099488588198168,0.266524814460723,7.455952905643008,-50.88212343243263,0.0001204419503044,0.0001421991118547,5.246884492196623e-11
42,0.2968591182915238,0.0242337057764198,0.2230552733751796,7.799822840274924,-52.47981642532155,0.0001400220146735,6.677588218200161e-05,5.2512997053919387e-11
43,0.2750126456420853,0.0080265910957062,0.207894642495003,6.853454968768076,-47.53982944117266,0.0001320986243662,0.0001422952351077,5.2575995762607194e-11
44,0.3511434655232927,0.0040677911944034,0.2681545821344024,6.723070028798467,-56.07879008979281,9.65277026078002e-05,0.0001144808472069,5.266277663285971e-11
45,0.2645140013713409,0.0467374706869385,0.1931531789280369,8.76195418264175,-51.68233496016763,0.0001198405413077,2.3051259413757907e-05,5.2818621353232227e-11
46,0.2265117654739495,0.0103164381167391,0.1686619838633425,8.389676059148549,-45.39991370662759,0.0001959204124097,0.0001237485365725,5.284319322080796e-11
47,0.220859388318911,0.0221525413466819,0.1638708354222737,8.682812361838947,-50.1924632034054,0.0002267160825612,0.0001386262845116,5.2872384778633906e-11
48,0.2404369359522095,0.0092082091046174,0.1813753364292222,8.794924435002677,-45.609386211744585,0.0002540232299277,0.0001107527970363,5.2918182577606806e-11
49,0.3458323630415838,0.0056941959378025,0.2622974504215987,9.430713391557608,-58.45962814802704,0.0001087238469616,0.0001149871471383,5.291957479693232e-11
50,0.2871481200947798,0.0158062079320439,0.2164820218444638,7.252132396416913,-55.42493880165875,0.0001409627003916,1.5500627364626565e-05,5.2939439948272254e-11
51,0.2942316772330327,0.0189630112778976,0.2217693505140013,7.619114094327987,-53.62969997387755,0.0001339503995357,0.0001288086883055,5.295409404029662e-11
