,beta,b,gamma,eta_0,phi,I0,Ii0,Error
0,0.7063557839779288,0.1772515320211617,0.4723197476674282,8.831338475648936,-58.56939696781792,3.893323228885619e-06,1.0564312921598407e-05,3.129208796930999e-11
1,0.7304037719194726,0.1730815384185466,0.4971357678119073,6.511113284628904,-55.98300691893618,2.787480262039712e-06,1.1348082241910163e-05,3.259439326444255e-11
2,0.6830317850174257,0.1724747415059561,0.4627361581666643,7.3416451193698045,-57.62530704510353,5.348171647289242e-06,2.72385037269003e-05,3.524726178900696e-11
3,0.6697882506744445,0.1787870829369832,0.4467550421321986,9.321403022722324,-57.7369320594956,4.7148465250525815e-06,3.86277771932727e-05,3.528434693612591e-11
4,0.7025407403178782,0.1669850770249242,0.4716413398278846,9.222205608047078,-60.58839914070782,6.18878423286172e-06,1.2166844985423147e-05,3.694694647019975e-11
5,0.6790530117235648,0.1785790159868449,0.4649907137887728,4.4941203631808015,-53.879169942349016,2.930784679610507e-06,5.20286483652924e-06,3.695700418421668e-11
6,0.656196517490409,0.1937964568578713,0.4397947382717474,6.251463956238519,-54.47160026360434,3.085916416550076e-06,9.291149946227287e-06,3.8369089470082377e-11
7,0.6113944578238776,0.2056349120407143,0.4137311376935997,3.3957143023699325,-51.261245789783295,2.276128890214933e-06,1.176175154714591e-06,3.862287551743827e-11
8,0.6007711438388661,0.2140323514498851,0.4042595696438993,3.2715257664111244,-51.33007956481863,2.1084403149048924e-06,1.4932351802133496e-05,3.8633201717882356e-11
9,0.7273515196595168,0.162435445955842,0.4996018598973309,5.998349701075391,-55.82603744163952,3.4304186186985123e-06,3.2669162122157904e-05,3.9742838530067256e-11
10,0.6734459248278718,0.1717463360835114,0.4527479674131572,8.324284151247609,-58.9416345253008,6.557335925055001e-06,8.549841677998364e-06,4.0360022955946335e-11
11,0.5146683812624568,0.2691117031035819,0.3250440130751391,6.498374641160604,-53.870441572652894,3.4377821736505213e-06,1.695252582187657e-05,4.100095941512735e-11
12,0.7196509165291888,0.1620654766904913,0.4980729996320434,5.160472886676906,-56.67670386439133,4.856571395002761e-06,1.5079481026498771e-06,4.296445410395613e-11
13,0.7415120642650128,0.1949586028970767,0.4926038467767847,7.802553218844753,-56.690994306984535,1.5562562382225557e-06,2.3867102993371488e-05,4.30595178564088e-11
14,0.7118098291416571,0.1796803674431926,0.4799911538245469,7.020842927216702,-56.1538516856061,3.0039256785311044e-06,4.317949478824871e-06,4.348270731749908e-11
15,0.6826545936427251,0.1963415856672281,0.4649876030018142,3.670157320653211,-52.339255992763626,1.676104072452891e-06,2.9229832663280693e-05,4.366244727306207e-11
16,0.7363855928451245,0.1668682027766306,0.4978562689498992,8.313341223000716,-60.2752692886717,4.665595204079754e-06,2.1366327527535585e-05,4.3862212364295856e-11
17,0.695052253431383,0.1718366531774555,0.4741403666795689,6.487310085780561,-54.58690071089031,3.386901426449233e-06,1.3132656827086389e-05,4.3959090071570285e-11
18,0.6350638446071439,0.1799906540815796,0.4246241730703829,8.202597241928562,-58.17111658357405,7.613811537840137e-06,4.2090680366052185e-05,4.4161956818050455e-11
19,0.6538351550699446,0.196770119828314,0.4384175461218298,6.192242349653471,-52.811636329991245,2.3797320210699745e-06,4.321985076618024e-05,4.441902684222208e-11
20,0.6840468483094704,0.1563655354498382,0.4650872710691671,8.71670283268539,-60.38686051774683,9.934891285857786e-06,2.80143376631646e-05,4.469743467849193e-11
21,0.6786914752800719,0.1988991280584359,0.4645958971217991,2.001766755573259,-52.83287222723291,1.1469741806452216e-06,4.034167826032268e-05,4.4983818190304496e-11
22,0.6805170090237392,0.1741984354232281,0.4641989778851513,6.004691135178495,-56.68590362125358,5.396092404663797e-06,2.1847852821132625e-05,4.5191488345512735e-11
23,0.7073398321805573,0.1575701010829236,0.4797813421544992,9.011608948437274,-60.40528786695226,6.863386513357184e-06,2.1032178296352584e-05,4.520859226082124e-11
24,0.6273858142937955,0.2329221637250454,0.4134713819023562,3.381143266279476,-51.57943065869872,8.22038100716566e-07,3.740576265107177e-05,4.5716209308551345e-11
25,0.6412301679379936,0.1945091278873794,0.4263385985698391,8.233960809235489,-55.14731017231156,3.7871063983006106e-06,2.822892624781427e-05,4.6121565378425724e-11
26,0.6847907238376333,0.1529425508982669,0.4675622621786308,8.377070064546572,-59.4935620666837,8.886790734004027e-06,3.698274341307319e-05,4.620237820569904e-11
27,0.7075985656776919,0.1682967907644539,0.480660181864912,7.194583674364322,-55.85416248123716,3.834201020990543e-06,3.1751753118884924e-05,4.645699296573191e-11
28,0.6668843308544424,0.2133654809760058,0.431400588593651,9.806869293982736,-58.846076686096026,2.724363306273481e-06,3.615354551696826e-05,4.690352541265823e-11
29,0.5470160096924032,0.2119755301407088,0.3580782275814045,7.979711784995703,-54.829294899748696,7.753568588637197e-06,1.867065927276331e-06,4.778585357455999e-11
30,0.7126287800641987,0.1506092520581076,0.4847580394686429,9.323565874843355,-61.25806831100546,9.262013128131376e-06,8.840024224264288e-06,4.8172622392249326e-11
31,0.7326092665096207,0.1601315251073975,0.4994008485396423,7.379742171028125,-56.68855890493336,3.7855579969392887e-06,3.1179793662299314e-05,4.817924602924709e-11
32,0.6704543562656969,0.1591212458954594,0.4569567725623966,7.532425308215332,-58.366139818789634,8.300062017136078e-06,7.345616166793178e-05,4.828201011148381e-11
33,0.6382246027389368,0.1632392302832478,0.4308568806813336,8.774667691802332,-57.81550551168447,9.062833530427472e-06,1.9688154847447556e-05,4.8413592899211736e-11
34,0.665208472215805,0.171041889032886,0.4598919089863101,4.462992145519465,-53.308643055415686,4.209425755370969e-06,2.3599091238676423e-05,4.877194367758586e-11
35,0.6746830835368857,0.172571234209949,0.4500984123827404,9.706605390324317,-62.11468915103684,8.768246475652759e-06,2.876356843962552e-05,4.8772751601157415e-11
36,0.6716482913055076,0.2163577235339256,0.4394239558804175,7.404864588855176,-56.82134144985815,2.043046454260649e-06,2.3744694396365063e-05,4.9149416561515576e-11
37,0.7015103128470771,0.1546513387586071,0.4780631344586415,8.17144673561488,-57.3075784235504,5.520138346642727e-06,3.0388262390129123e-05,4.937046219017792e-11
38,0.6660719977125987,0.1734152339856952,0.4494820088652842,7.125767932428421,-55.7387155280472,4.241389961402219e-06,3.3990211090841724e-05,4.9556980018478326e-11
39,0.5503983368101993,0.260300314090292,0.360254366757141,1.6876850382611106,-51.88724685303594,9.56139852787856e-07,2.77827289910463e-06,4.9617692664882294e-11
40,0.7311111124537522,0.1628523912412522,0.4944475042786544,8.757152731141737,-60.210215943192686,5.763854294197585e-06,2.221445178079395e-05,4.9697554348873424e-11
41,0.5993322381015365,0.1828952246349297,0.4002727374060509,8.814404766589384,-57.954494132549705,1.090864434646668e-05,4.382564587036072e-05,4.977973388191108e-11
42,0.6657980428645419,0.1747774429048812,0.4461263089729801,9.22776070309853,-56.991366358655135,4.754789842797648e-06,2.727369526242653e-06,4.9781656233801335e-11
43,0.7085309309005914,0.1520187537201315,0.4857194241700743,8.310430518175565,-60.71259828519779,9.63148811697856e-06,3.450397854159637e-06,4.9880355094105e-11
44,0.6668728592989561,0.1602686867158379,0.4570685487306935,6.643580416965216,-58.1074981499125,8.707871391150908e-06,8.169454429010754e-07,5.015118718058926e-11
45,0.6738776827463341,0.2256841424458679,0.4382126795815163,7.679503584935324,-55.7849439576068,1.4330262797530096e-06,2.4858361440558823e-05,5.1565576544993855e-11
46,0.7115836127151994,0.1815029028403832,0.475578721568949,8.874173772810195,-57.17321897147961,3.218070305767747e-06,2.9194095475086928e-05,5.178049104014539e-11
47,0.6688502455007709,0.214720425998158,0.4388672510774539,7.249536035311138,-55.20332115567424,1.561186861300773e-06,4.539024022744812e-05,5.1794408706015314e-11
48,0.5357208092439595,0.2511699844098607,0.3456959636509636,4.953569292003416,-49.12944606814107,1.5865138483834334e-06,2.778168286495104e-05,5.1898716211244815e-11
49,0.6388164754819343,0.1745638445414012,0.4321100388857508,7.945057540209543,-57.39078956445559,8.081895929224343e-06,1.7783952591735817e-05,5.1923011947920386e-11
50,0.6791740475961248,0.1899395646853546,0.4669834935854159,3.1945074242848164,-52.65991455421917,2.071480067413165e-06,1.6685838648185606e-05,5.1931534178654044e-11
51,0.5833093069250431,0.1802014158792329,0.3937066316405897,6.971250739776493,-56.93972137384007,1.170548920526842e-05,2.912828663140652e-05,5.2023106812610125e-11
52,0.6496264847484411,0.1530062537752426,0.4437204001801024,8.30959924732985,-58.84619615331901,1.1949065337387172e-05,1.6571795141882056e-05,5.2572217667327855e-11
53,0.543037547571617,0.2296726978693149,0.3605793717901756,3.480414552562407,-49.078379467852784,2.28844943714642e-06,1.6792469808273635e-05,5.2718043797144206e-11
54,0.6334733738061635,0.1611508570248897,0.4296456056098839,8.673085659965828,-59.4080780990124,1.2237038606162736e-05,1.3952425785933785e-05,5.277648002045525e-11
55,0.7076957956702357,0.1559666921599671,0.4826459819054291,7.885210968917578,-58.04668172729617,6.2725145530453e-06,3.265113715494863e-05,5.2930225713891545e-11
56,0.6994976532895931,0.1610165767054109,0.4797225262795625,7.319512023414297,-58.10641551693281,6.783108677084596e-06,3.0737559765410084e-05,5.299574710678845e-11
57,0.6612793633420881,0.1724403974008337,0.4442389427549878,8.787591251815737,-55.72730323538542,4.966182547377331e-06,1.967908220771565e-05,5.321415972451762e-11
58,0.7009549039903977,0.1623165975889117,0.4745493137190614,9.470394218267923,-57.71595164944581,5.413697000727469e-06,5.0420093855483046e-06,5.328936350994859e-11
59,0.6832995256408038,0.1630189401786334,0.4644080805706303,8.63342315527139,-58.44865646616265,7.913461887293404e-06,2.589158726978444e-05,5.3477331725670594e-11
60,0.7091456528185576,0.1748809008965611,0.4743941743474525,9.220459094971314,-60.44488422130536,4.697584638191449e-06,5.552755922871787e-05,5.3578372309324295e-11
61,0.6432982632356898,0.1646803296809975,0.4380671906364002,7.179228863360212,-55.929753926063455,7.796983584904697e-06,2.8790048551029564e-05,5.3875570061783465e-11
62,0.6160541058353465,0.1892538743786803,0.4106650275083862,7.704224260134159,-56.928042770881085,7.255064364037934e-06,3.0417262694744244e-05,5.39395441291497e-11
63,0.6466534011679719,0.1825710297509326,0.4367641418632463,7.151203093790281,-55.30960549442598,5.537087672903874e-06,4.239483335206052e-05,5.4454367801966736e-11
64,0.6443796310482646,0.1821520314652465,0.4327259400880054,8.239140083367706,-58.892119144937695,8.171924234273934e-06,6.078107553974841e-06,5.4642086998921706e-11
65,0.5608211780838207,0.2124950173734308,0.3713514693156862,6.155519747988718,-55.47005632073338,7.426339880327251e-06,3.379208544682923e-05,5.466645878873854e-11
66,0.7126585862226519,0.1960774129319985,0.4715248597538872,8.313137240756669,-59.04120993836817,2.9304409812911246e-06,1.93958765041666e-06,5.4689669157537184e-11
67,0.5748572510380742,0.1940338343920673,0.3870998527416048,5.647967082452211,-55.11498770781164,8.496005692454142e-06,2.7250219435450972e-05,5.493840326417256e-11
68,0.6359276224143069,0.1698412417639049,0.4369952974573903,4.886363613565125,-52.96291555213702,5.174274473367024e-06,2.9768135193171355e-05,5.512711697635152e-11
69,0.682578694389222,0.1821005325332953,0.4676423527098607,4.787933103198781,-55.54116625945151,3.857305063786799e-06,2.413188514098594e-07,5.520546728630849e-11
70,0.6999779502103481,0.1622318078767332,0.4784984857081762,7.41349004662772,-59.47145823191016,8.225675372851623e-06,1.4118104153406554e-05,5.522462937737835e-11
71,0.690606114427363,0.1919913580838994,0.4710341646147537,4.2878007478321365,-54.8406322497002,2.583204964164914e-06,2.0609982838576416e-05,5.525675892004408e-11
72,0.6722533212840177,0.1706830704985347,0.4513711442008352,9.832580600210475,-60.7684224152273,9.185515904097548e-06,3.9744325932286624e-05,5.534579585118816e-11
73,0.7059200144515663,0.144657757520841,0.4881904076656732,7.179058027016667,-56.65484672115782,7.2290873457648e-06,2.137187446560336e-05,5.545860808224658e-11
74,0.6097907132434105,0.2103361684220517,0.4123711382521555,2.9605424923919545,-53.81385568078143,2.5738955859939856e-06,3.3938209083625657e-06,5.5610761216253326e-11
75,0.6492062364129983,0.1779428831049112,0.4411223393056057,6.909796843933987,-55.77686852846725,6.290463895595326e-06,4.355852658491367e-05,5.5701591086089513e-11
76,0.6235202772108471,0.1752963415200704,0.4308506912913609,3.541892607791907,-50.31473093452316,3.5208910131677277e-06,1.3629279258498702e-06,5.5754363340891735e-11
77,0.7033817894371002,0.1413435571049275,0.4834468401328219,8.512409054827017,-60.37316637240946,1.0025527422921572e-05,3.793519445493808e-05,5.5757227683614504e-11
78,0.6571750246290797,0.2023404582090053,0.440687527753367,4.464080254732606,-51.7181444435235,1.484369964720667e-06,3.537321933360972e-05,5.5971291076506255e-11
79,0.6713292912852626,0.1717637221711554,0.4649941593214051,3.347536553623421,-52.151154254032654,2.5586724702948865e-06,1.148919858780395e-05,5.625070469196448e-11
80,0.7378809314897982,0.1580011031905812,0.4998251254795009,9.960627660928129,-58.86481248712636,4.9368218523451625e-06,2.4931458824676e-05,5.6322203045506376e-11
81,0.6157233623313416,0.1943640841723484,0.4203558775829956,3.1713737254046515,-50.91128299923594,2.71499251828646e-06,3.170392136234138e-05,5.6650031119233127e-11
82,0.6997740827071229,0.1743907915388745,0.4736503975268833,7.089018321995119,-57.98744619026692,4.163619303685338e-06,8.39680360128508e-06,5.681246605041472e-11
83,0.620645087593859,0.2008214544014808,0.4164623574066269,4.655083656622317,-54.68609693406339,3.3428426144749786e-06,1.6824436527982863e-05,5.687084724650602e-11
84,0.6288971199616116,0.1824948782885392,0.4279627436370621,6.05956831361757,-54.39849382184623,5.900755399053394e-06,2.844617708244112e-05,5.6908025944958166e-11
85,0.59551276625853,0.1854118169575078,0.3948931477254939,9.993736540181583,-59.02587352511423,1.2100174712791244e-05,3.142916451672949e-05,5.693749767611295e-11
86,0.5915966526481524,0.1730842000306749,0.4051101672865274,5.460589952050407,-54.3868775487235,9.615053008600344e-06,4.1150347414992015e-06,5.7041174332355215e-11
87,0.7112033392041414,0.1728744056494384,0.491974814732969,4.46128036498236,-53.065084147822645,2.752808633679818e-06,5.536721525106457e-05,5.708880627533951e-11
88,0.6484317393179245,0.15780165500819,0.4410850609418696,8.638873835000338,-56.68622955714086,8.446731671646405e-06,3.154126055001237e-05,5.709846667314544e-11
89,0.6960457306856382,0.1596336596325997,0.4818196859105673,5.603148133977393,-55.47158045589506,6.105052380004824e-06,7.461185543292999e-06,5.7117605922770204e-11
90,0.580780586734218,0.1777587387642066,0.3971680274937469,4.891440124678509,-54.25349511190438,8.833176381638277e-06,8.472759667313063e-06,5.714553349085434e-11
91,0.5545624284315629,0.2081631678168445,0.3727856166653208,4.619497582044572,-52.88290536553518,5.546273394757616e-06,2.267242405851646e-05,5.728987456826938e-11
92,0.6352175186968075,0.1771111337760892,0.4360408459191001,4.693026006945397,-52.77264181609305,4.9983123957459695e-06,3.0988666321752645e-05,5.7480200787570446e-11
93,0.7126928807651898,0.1441432529399291,0.4943915219491877,7.0029682314278165,-56.035501537390175,6.976334009625772e-06,4.3875936271522994e-05,5.7556526297553646e-11
94,0.7155181432423046,0.1468293053719165,0.495342143658154,6.765083948142325,-55.1695753846451,5.26433761236572e-06,1.7146051178394206e-05,5.756104603800372e-11
95,0.6559679443992333,0.1560264041056115,0.4479384885729115,8.223970578071581,-60.59330845453922,1.3406922645899813e-05,1.2937530659005124e-05,5.7601018193595644e-11
96,0.5941176634407004,0.1952997271352098,0.3991699904591162,6.568057264590378,-54.66721082827566,6.930396785794319e-06,1.1880795900268873e-05,5.761786499023134e-11
97,0.7197030535467152,0.1407045425329314,0.4982749966285398,7.912169222951512,-60.9686919915412,1.1048899821770683e-05,2.195215398200888e-06,5.785584254420473e-11
98,0.6697865260026633,0.150022620444322,0.4604400441494701,7.492100629395172,-59.80997290794171,1.201436611048887e-05,2.2747163291987907e-05,5.791281169414301e-11
99,0.6809416803397036,0.1437012929280172,0.4680024036566284,8.545467780346893,-59.35024927739141,1.0897974832238807e-05,1.7601463221039546e-05,5.791530478783344e-11
100,0.6601716707747235,0.2035338839686524,0.447341672019052,3.2959554032870426,-52.12236470690453,1.6572675390919197e-06,2.9850776756838663e-05,5.82413831954249e-11
101,0.7216545912259285,0.1374664893052992,0.4987522631048457,7.962755215217006,-61.39659874316003,1.124657140163846e-05,1.2216058252461966e-06,5.825215824180738e-11
102,0.7328105502160523,0.1778693439967907,0.4903373265835605,9.840873265989233,-59.47731145495141,3.79848326036829e-06,2.2479377199942104e-05,5.832404502108146e-11
103,0.6790121543226996,0.1487785083699589,0.4677591355786795,7.330717192354283,-58.23492298732925,1.0485663133270076e-05,3.750470474346092e-05,5.834438245509926e-11
104,0.6486920642702919,0.2124270170058345,0.4243735911101932,8.180548423361678,-54.45611892720249,2.1624719960548086e-06,4.140237278495256e-05,5.840078349988466e-11
105,0.6136562440411294,0.1747917050351407,0.4174239278216602,6.371385637951015,-57.71459400119875,1.097708253955806e-05,2.270773521858789e-05,5.848246753034566e-11
106,0.6808814794590695,0.1574224293257378,0.4639285585054158,8.353187144439591,-61.2942897463906,1.0791506647427803e-05,1.3347676587939106e-05,5.873566865622059e-11
107,0.6679193916002917,0.1947561024371817,0.4563241103299336,3.639515397500912,-54.54415791260056,2.7486190736154e-06,5.311772514186008e-06,5.881626484440837e-11
108,0.6668803720619333,0.189618640923231,0.4515481982539065,5.267932200812216,-57.08293068597206,4.555613365456251e-06,5.509991271273377e-06,5.88243257718115e-11
109,0.7105241192170825,0.2297171044450315,0.4661742539376288,5.333486385908679,-53.38722711018577,5.535276242381112e-07,3.264760394418564e-05,5.896376290765503e-11
110,0.6719150807784566,0.162508184828374,0.4545066893649237,9.008176850239222,-62.281334587910806,1.226754056098129e-05,1.3255931021861505e-05,5.906469458190799e-11
111,0.6329816511958097,0.2205189586169929,0.420991661729577,4.435329414479344,-55.28681529424121,2.5208038653546108e-06,3.070442962685027e-05,5.913086020460681e-11
112,0.5899015065970765,0.2382719432734722,0.3851572927031625,5.042527299957275,-53.84635824353758,1.985625137519278e-06,2.692584976152211e-05,5.91809726465994e-11
113,0.5608002871986251,0.1947813750568471,0.3700114318472665,9.273223606350337,-58.46376248266071,1.4239303844499649e-05,5.426511828540495e-05,5.945184616480193e-11
114,0.69994461841571,0.1776572367505066,0.4746808003387875,6.6439109013074775,-52.55306106976295,2.0656626879684884e-06,6.3732303388430646e-06,5.946408590921935e-11
115,0.6241069517296333,0.1780074778352428,0.42261205172256,6.848061028281968,-58.6895199473611,1.0224873089209056e-05,3.33140875799829e-05,5.95263316126881e-11
