,beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
11000,0.1372296552919756,0.795666114921278,0.1077302443951768,0.0001989920956033,7.968808592860087,0.3616053222991713,3691.915251102685,0.0182029440773554,-45.99014788479648,0.0002776262381533,0.0772373513881,0.0001740771478175,4.720445965617743e-10,0.3544789227925451
11001,0.1712286699570657,0.63929556761865,0.1123437251403963,2.937704010717812e-05,6.778107735120081,0.1632103568714264,2419.700828600887,0.0197263367732108,-52.80351454662254,0.0002820198136649,0.081391030241808,0.0001727181259987,5.825740607853122e-10,0.1255324716101201
11002,0.1698486790872004,0.6494514533244206,0.1326950863474987,5.775204118651286e-05,7.906023521278366,0.1674168077761014,2840.6287433412663,0.0438568615668144,-49.420038988179215,0.0002988116563557,0.0186909284126383,0.0001667511769278,5.839015326808929e-10,0.2458489246761764
11003,0.1722362970033493,0.6742029381258275,0.1198948391381495,0.0004008969851767,7.760218410069663,0.2825379927820566,4094.0175138826703,0.0001583589739037,-53.4980336893202,0.0002299089311252,0.0994097982731263,0.0002014821968592,5.99200415545607e-10,0.2324690324839851
11004,0.1654827097997705,0.6523879225759524,0.1202091160644267,2.6041976864586983e-05,9.174050996235705,0.1021815493104156,3978.67588281852,0.0544224775556502,-52.05860785440717,0.000312702752034,0.0533540718557063,0.0001654618371662,6.084505529496421e-10,0.1047183439942667
11005,0.2583230984280191,0.533633411458888,0.1247358021582667,1.256925178648332e-06,6.339020609680914,0.2560721952777749,2483.7371672163003,0.0434213925101646,-78.09348651994358,0.0002212532844395,0.0915559941696935,0.0001747881601413,6.105156398327101e-10,0.1298913857501954
11006,0.2031953063118616,0.5257817126069547,0.1409223403477745,0.0001673150704783,7.882201354381723,0.1811987848802824,3298.4531631101013,0.0234035626263357,-65.82018927219947,0.0003559236743681,0.089099815397176,0.0001808905525615,6.160468596120628e-10,0.303814314243576
11007,0.1610356164971991,0.5384719394915081,0.1124277018192333,0.0001606237860363,7.059075996130554,0.1505219577142111,2648.7557425255354,0.00878492164157,-52.55566653265381,0.0002631090356135,0.1432971838930024,0.0001838960039241,6.202695534707077e-10,0.1749039590550899
11008,0.2061035357718904,0.3199382333591125,0.1839547699997805,0.0002369669189272,4.503401210540137,0.1242047914972134,4353.975838178745,0.001723889948136,-48.47908058588443,0.00029068781506,0.1051188892027132,0.0001833087175798,6.301602246966179e-10,0.2565132065883273
11009,0.2113657227833382,0.6845841079135853,0.1572463158522195,3.749953734278768e-05,5.313296020703183,0.103398373175087,3177.865570474395,0.0261734791114715,-56.92110203752327,0.0001878471233277,0.1013414483782023,0.0001614241437206,6.547179792504117e-10,0.124987428671491
11010,0.1717801064398204,0.6055915579082639,0.1193198450993472,9.0471816590301e-05,7.747718444487834,0.2333802851246442,4473.038163188061,0.0323089572255117,-45.44379997126691,0.0002858991726835,0.1115469722784964,0.0001729779905833,6.650738973369462e-10,0.128018187855882
11011,0.1959057813126757,0.6662715456354601,0.1619606458268312,2.2386392741841434e-05,8.935239280327153,0.1254420383645124,3328.5754593425027,0.0819462982459575,-52.84092705785174,0.0003250535324091,0.0893577845042379,0.0001491866334205,6.706387128837231e-10,0.3374133046376982
11012,0.1545217207431106,0.9334108178281776,0.1014695324320386,0.0001083188936459,8.062560535174923,0.1487301003848007,3390.858980042377,0.0296974863049417,-53.629522871480425,0.0002619427323912,0.0755239395416982,0.0001924361992767,6.755220665073177e-10,0.1373396032020918
11013,0.2106242993158857,0.6548414937818122,0.1610146871225409,0.0001094025976008,9.803173630033982,0.119814040708491,3539.89969064868,0.0291562085494936,-53.263250408080594,0.0002482249065011,0.1287889633850268,0.0001952002906481,6.759871782337965e-10,0.2104471876727515
11014,0.1589345641827409,0.6295028545161943,0.1108897142594377,0.0001982535478395,6.373661487438911,0.2041453046655545,2506.2591745192435,0.0059555583991224,-50.189484359802506,0.0002843171829107,0.0891823522546665,0.0001662010505845,6.781734905898083e-10,0.1749731606039632
11015,0.1879772283829571,0.5493989542652588,0.1302272071752674,2.6309606805827457e-05,6.699297926843459,0.1577412163576116,4538.895651693522,0.0630848846107368,-57.14272703376555,0.0003535545059062,0.0529831813682096,0.0001771493504908,6.828226777030102e-10,0.1243526601940895
11016,0.24343991369911,0.5254062383401313,0.1411173199098306,3.0117945766717525e-05,8.429418754857604,0.2162076770090711,4031.9520726911546,0.057394632530336,-70.29668157484443,0.0003897458228266,0.0875379202345688,0.0001691822960608,6.934103577470099e-10,0.1266293629382652
11017,0.1619273580630389,0.589771790692875,0.118048849528794,0.0001569677539159,7.390942983626144,0.1889195397070235,3183.610078255885,0.0104424919244888,-50.524794883915646,0.0002820018297647,0.072092706646616,0.0001777438664237,7.04979448941109e-10,0.1744305834186259
11018,0.1761141562939617,0.7151255662650765,0.1403584894353876,2.663661581612711e-05,7.616024432336483,0.2827453470731595,3096.1515002834144,0.0793193132836603,-48.14063946196386,0.0003270485902735,0.0763407515189533,0.0001730658918571,7.129681097094601e-10,0.3136134603398229
11019,0.2044369172163122,0.6669957154007518,0.1100060120847896,5.31390520254608e-05,5.618328746785734,0.2023494643859925,2866.235135774384,0.0075064851434733,-67.79307067218622,0.0002457336860599,0.0330011413874261,0.0001969227551177,7.14477077539489e-10,0.1288725172964567
11020,0.1618620967050512,0.7548559522932496,0.1083663949534482,5.855428617128003e-05,5.344319523351235,0.2393298703215447,4287.463726962855,0.0459064217346431,-48.99932256359072,0.0002530335255956,0.1150464260088973,0.0001890245665819,7.225494754755806e-10,0.1398669001367249
11021,0.1649226264342694,0.75923011056978,0.1129837395958258,7.298505359086007e-06,8.118936687660721,0.1771999644968799,1389.4272595236062,0.0480204701353668,-55.03174631945639,0.0002950121886815,0.0542049503512769,0.0001727534588539,7.256971146314382e-10,0.0982325324519046
11022,0.2291634431351656,0.6220195047130211,0.1148319809019406,1.1034747497324165e-05,8.095794635283578,0.134021284138778,2484.270603061508,0.0427294630665271,-83.82783767486697,0.0002734316394848,0.0472631348486172,0.0001884829585124,7.25898985429027e-10,0.1169958965027678
11023,0.1933850049419982,0.6854141498740288,0.1166827971767472,5.4605808387385314e-06,7.028122330321676,0.3006408500660725,2367.76985786015,0.0322503875196475,-51.10737761281504,0.0002737581419903,0.1121853123304037,0.0001756975335702,7.260766550859318e-10,0.1337223358244436
11024,0.1882456325090407,0.4639136864077757,0.1029827030407052,5.318296187444616e-05,6.237156799469942,0.3610204487545028,3239.302735406696,0.0433757049550256,-53.50985874827047,0.0003179569937825,0.0696020546418101,0.000115568722048,7.496891302175527e-10,0.1258674060382577
11025,0.2112701162363533,0.6523845799292415,0.1197213413835044,1.839272583155258e-05,8.613033920837273,0.1593478748043066,2907.562590014682,0.0287055542001288,-69.94607889042852,0.0002530349396758,0.0861329356329868,0.0001992310472898,7.506950199822644e-10,0.1238691687984312
11026,0.1940158789904054,0.5819593378434589,0.1372396536563223,1.4647503484514684e-05,5.398959795166382,0.1559947709719521,2166.77152913244,0.1164988827686233,-61.89378436381108,0.0003577809796581,0.1248290168474814,0.0001563376377684,7.583347924992837e-10,0.2608350999740044
