,beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
15000,0.4496385727472962,0.1342813101903618,0.3414201360892284,7.207656817306475e-06,4.690374225156763,0.7915861004902428,3668.060209967216,0.0007209570977517,-99.16628218678716,1.3654485047463488e-05,0.0723773945320819,3.5865572616620308e-06,7.919968602125411e-12,0.1595415062527413
15001,0.2312560644519866,0.1470442242357948,0.1289518379906784,2.299631130643233e-05,4.641220399103949,0.647630395222431,4052.227330340448,0.0003918700789514,-114.06043575476484,1.1435863415262275e-05,0.0741119563463513,9.290172075067884e-07,9.053261170221043e-12,0.1601526585906209
15002,0.2515625793300978,0.2217124876441698,0.1325307300491994,6.561183129661513e-06,3.4911629448180843,0.6170466949469602,4742.585251745639,0.0103876471835938,-130.3626389203334,1.4255663653769372e-05,0.0631514455922105,1.0196193226989249e-07,1.0023574780743026e-11,0.0856421842982378
15003,0.3542349237987367,0.1176329560543064,0.2602728437965196,7.057860855638639e-06,4.281531608358589,0.7220135954780876,3896.6289928697274,0.0069433941204128,-127.313562345868,1.3253126276672116e-05,0.0391581442026232,1.7215561371881158e-06,1.0369214878024591e-11,0.1452062003406204
15004,0.2708225061910533,0.292281207578379,0.141690841213587,1.3091260383999453e-05,5.029364567551349,0.6513096970965295,4513.8278399369365,0.0013863260883704,-115.91435717073152,7.595091071442868e-06,0.0899778745393709,2.494108347464898e-06,1.1644389640432083e-11,0.130497602918975
15005,0.3018384282749641,0.2260100965888554,0.1555130162073555,2.9287232103754128e-06,5.826740737824594,0.6755833112293956,4511.046096871281,0.0249135936552608,-129.66592481324545,1.315628097343841e-05,0.0463881665782033,8.736459816081127e-07,1.2004785867804504e-11,0.1023203437029245
15006,0.3014653433419215,0.3382597660673977,0.1780903568223461,9.78344440175432e-06,5.988588950408549,0.6289624727448219,3260.08651792007,0.0042268839447228,-104.70131623065208,1.0456950726377247e-05,0.0687441250901907,4.869120652890869e-07,1.3122950561862702e-11,0.1630478830712304
15007,0.2106813268510033,0.2286252869284346,0.1206183399149267,2.0022752813885627e-06,4.573952724216404,0.6897366602517444,4090.103706171388,0.0246869092233725,-101.34209844406956,1.462119702498928e-05,0.0470751770380797,2.3018213249045507e-06,1.4945092309656207e-11,0.1155175234475999
15008,0.3761775786123781,0.0805730794488661,0.2606303745370912,5.772295595224455e-06,7.95670070470408,0.7972592538695245,4313.969454192131,0.0142045608400153,-109.8991972829768,9.370264009189368e-06,0.0756856106282075,5.600121227824243e-07,1.5128530365353325e-11,0.1253967382550773
15009,0.3076608851904381,0.2630563503280838,0.1886917963304961,6.044299988276008e-06,6.748801916313387,0.7891671429813911,4268.625049074122,0.0073609089730534,-111.30973264522493,1.1003399203793728e-05,0.0571200457508691,1.8542038340072664e-07,1.5142943091585917e-11,0.1504789925733562
15010,0.2869525356287078,0.1663103866602333,0.1773341313978024,7.628479203897751e-06,5.309474139521634,0.7861403543213252,3633.713707396653,0.0113112442912527,-118.6001135704302,1.3645169825192997e-05,0.0258996600056465,6.104385627072132e-07,1.5580569372919152e-11,0.1165315672518908
15011,0.3119697804068013,0.2869849082833512,0.1634743861959573,4.122338025461445e-06,4.30495422560776,0.7680422432396705,3077.7797053653367,0.0182309746843005,-99.79195642318162,1.074908095965679e-05,0.0658960749776734,4.697216425042752e-07,1.5685000415158042e-11,0.0590672021103755
15012,0.3626553389513002,0.1181604927924779,0.2500080138241913,4.994981601688032e-07,3.53190340679044,0.6727632549447371,3589.900479595235,0.0215329566049467,-132.81005908452863,1.6347702998052964e-05,0.0486257510606381,4.132240044374664e-07,1.608514121026133e-11,0.0791467748294444
15013,0.3156482568690552,0.1627638132568312,0.1948812982218784,2.449128949261755e-06,4.185762830320067,0.6454819859249138,4034.23378837553,0.0271983828782931,-118.08065073765236,1.3779969797220177e-05,0.0560511314715838,6.929419058451184e-07,1.6128410106694602e-11,0.0812301785092231
15014,0.2364114128624554,0.0982133955289994,0.1272843571346775,2.707971318368472e-05,4.868325606046183,0.7306477799167657,3677.080713130088,0.0004403178844937,-122.72892303399696,1.4021696000714383e-05,0.0586016103839706,8.764100347687306e-07,1.6203197075307098e-11,0.1381942147830352
15015,0.3622667810500655,0.2930085804737404,0.1959085990509488,1.7228908041154749e-06,5.12962113987169,0.7743993844807642,3692.071570374349,0.0224448811774419,-108.0839921478348,1.4624674861030197e-05,0.0651011340926243,3.6469299063615336e-06,1.6586039773669548e-11,0.0529497060274189
15016,0.2448843350512521,0.194162423341307,0.1529151558923595,1.3789501123563372e-05,3.3228870720960755,0.6911503193763486,3202.2351685856256,0.0031826373893979,-114.03801095192958,9.574162993666768e-06,0.0387159104443841,1.1454692987515072e-06,1.680382405831497e-11,0.1504696674692177
15017,0.2715093115373244,0.3854665253456033,0.1562878417209359,4.270516542468165e-06,7.416000878164326,0.7310095868396759,4011.917318515775,0.0165624448493233,-71.0197929255051,9.922357718077317e-06,0.0641651068943306,7.9699016171299e-07,1.7149971304871325e-11,0.0606730032989935
15018,0.4210959648283053,0.1950013112133259,0.2509680597427111,6.563477526376456e-06,6.194420131333001,0.6068713507775496,3603.7615659191833,0.0072876862194892,-119.36566305570057,1.1475788041336883e-05,0.0612866747536532,1.8308013807804835e-06,1.718494387752083e-11,0.0630069867148161
15019,0.3994467527203618,0.2421121209636955,0.2195017036337342,8.876075749229503e-07,4.946642224378437,0.72050285112755,4540.714247551977,0.0181636756273211,-127.5053358646713,5.261045001967256e-06,0.0490702346344071,2.228111060856651e-06,1.7461847051312983e-11,0.1030432975647043
15020,0.4119638477037643,0.2181347599477603,0.2752462891098589,1.2201408341511052e-05,5.1902214856637325,0.60078999764913,4893.389213674218,1.21931938556058e-05,-110.7482728196214,1.1038867596709986e-05,0.0502194042051869,1.1903011092741375e-06,1.7500739177862108e-11,0.132413190824781
15021,0.3923130792183424,0.1281850443774158,0.2544467781848726,5.924665780478509e-06,8.111290272234156,0.7965978542812614,3353.3170859697125,0.0010963774734717,-126.62164151534677,9.567376055156902e-06,0.0852288544897767,1.374061139388746e-06,1.7573486555231512e-11,0.0895388424177319
15022,0.3973752334587725,0.1626180723940726,0.2415618574661553,2.582970635664888e-06,4.717654926247581,0.7758179876331439,3542.3942318314616,0.0144704401357886,-123.89184124532449,1.0969285171713691e-05,0.0536703377875057,2.1724166969075587e-06,1.7625420593648957e-11,0.0602993922999614
15023,0.3645318238449417,0.3264948795626046,0.2170350114583675,4.289122090739478e-06,3.696159877796041,0.7481813725444072,4415.114484585839,0.0060133071441819,-129.16951246929312,1.4696722254994196e-05,0.0559265207004233,7.714246214032738e-07,1.7654915158540404e-11,0.1480289754240762
15024,0.312184268546978,0.1289559242626239,0.2106256572854566,4.513217994493191e-06,3.554350339741025,0.7398046702443853,3588.5515625301905,0.0086206483528702,-111.43034822657424,1.5706457058556108e-05,0.0453353090494287,2.3247834310879486e-06,1.7980352483064245e-11,0.063604860736243
15025,0.3220758297498542,0.1452065780890164,0.2260865274117455,5.881411730318007e-07,3.292348226647296,0.662025542942755,3086.1169053099256,0.0175726032575797,-113.79321486967788,8.42548796031375e-06,0.0595947974617652,6.256356056643218e-07,1.8195515775505727e-11,0.1342087109027253
15026,0.2213008223205151,0.129753510324312,0.1275964805519363,1.4063248616920276e-05,6.828943794353693,0.6271690598278139,4632.234731080199,0.0009454632164551,-126.17171428928177,1.6334196798970732e-05,0.0611725312724058,6.253082344243107e-07,1.8362438250559092e-11,0.1630516235715012
15027,0.3249925239762187,0.3750162665929963,0.164485281252431,1.296439398164518e-06,5.368529125506193,0.5623211145179652,3661.370982939692,0.0060244462083232,-122.9924163080801,1.6672809446732768e-05,0.0410949273646114,1.6966580531008871e-06,1.836344475530034e-11,0.1270833456782081
15028,0.2827795362517228,0.1066864346940816,0.1798255894781512,2.010049450278851e-06,4.115748525656722,0.7995972152115856,2601.57062624004,0.0032543529979346,-119.301371945553,1.4956213139599662e-05,0.0482325868546183,9.5688383679428e-07,1.889890712679817e-11,0.0976389974182594
15029,0.2868956343200699,0.039957238569463,0.1796259230339848,6.73133299721678e-06,5.050331241286742,0.7651898448378022,3395.740608931128,0.009284688209572,-115.0517493798586,9.876961554556628e-06,0.0442693159902748,2.3050576404893746e-07,1.900388957800032e-11,0.0937860685831761
15030,0.2634263957602044,0.1130723844652558,0.1794131795231014,1.2262107155058974e-05,3.9192222246069615,0.733940396794791,2326.7792818786497,0.0066322924477824,-115.67480287370309,1.6328638652855637e-05,0.059312599731663,8.39774756879414e-07,1.9114440845297933e-11,0.1249647978070762
15031,0.4449684597342658,0.1395813912982498,0.3372677665591966,2.2404361769591485e-06,5.859687008437346,0.6743072245384871,4978.216976834448,0.0098759981635926,-87.48390735675785,1.0192415013577942e-05,0.063627409482308,9.589739773442808e-07,1.915679677697463e-11,0.0983350679229146
15032,0.3152441551539399,0.0262386445778687,0.2484243311219485,1.233278684120106e-05,4.879285370771788,0.6687033746988368,4184.485708337445,0.0078630519630718,-96.74477213038048,1.760925574358427e-05,0.064806157673169,1.8080526664853427e-07,1.9245374303341138e-11,0.162169297535607
15033,0.3616112713753479,0.009103626461083,0.2538064901618275,5.7184223568933135e-06,6.032147237487536,0.7998207422907164,4286.585659116388,0.0038923841865591,-125.02195985991054,1.2032954805770068e-05,0.080229523051025,1.5654190159643736e-06,1.9313450834169375e-11,0.0681248684632164
15034,0.3126395792022831,0.1307895001628637,0.1928563184915682,2.263909530149649e-06,5.165560465138273,0.7984713573536212,4679.636251644894,0.0217667606202653,-107.7131462735264,1.9630823573494653e-05,0.0457414374471189,2.581637318858492e-06,1.941800525265421e-11,0.047044765863034
15035,0.395356610593189,0.1994291166095819,0.2319878732985936,3.6670615100681226e-06,3.690069006300507,0.6592794114326347,3068.881251949542,0.0109811584568721,-115.50326288331787,8.679212847809235e-06,0.0621466804551797,2.2305380567573475e-06,1.9489958315314048e-11,0.0694225374095708
15036,0.3100117994942498,0.0877263788718908,0.2348650524757708,4.802844128470695e-06,4.500664163043604,0.7257532009588155,3539.6817621051305,0.005960132350724,-91.54365612500963,1.548788262430913e-05,0.066903905909348,1.1123980820457287e-06,1.9505474580407078e-11,0.1109274811850445
15037,0.3290438154271672,0.3202235848073551,0.173240351962187,4.913384252540177e-06,4.919525765871717,0.6698565145261015,3549.3842069136085,0.0058231135840069,-110.693991444225,1.4462752609857512e-05,0.062530333724079,2.438913680754968e-07,1.9768288524586794e-11,0.0582651050384621
15038,0.2612575343176139,0.0174920010763246,0.1845560920827216,4.578339690952353e-07,6.583310212960194,0.7990021277916075,4801.204384308381,0.0290076657735406,-98.2413704483806,2.32326795826724e-05,0.0622473852883593,7.77738531606911e-07,1.991967216544568e-11,0.0910228872874443
15039,0.3061870119324174,0.317144215445029,0.179984466919988,4.864378049063947e-07,5.093197142407543,0.6987596472790956,4865.182452205002,0.0232914748244444,-100.15061531512254,1.8223765528890284e-05,0.0369359126457559,3.204085898137508e-06,2.0189130307283463e-11,0.0657948621249722
15040,0.3164746570113823,0.0761958292316975,0.1890410099097039,2.4340923486634795e-06,6.256591827598182,0.7862881897244667,3992.339853137526,0.0065185495332644,-117.44590976936824,9.366751543436058e-06,0.072709996970872,1.405555569644887e-06,2.0302333765280845e-11,0.0905231231195893
15041,0.3681803095481586,0.1108921136862755,0.242103784865937,3.9960010140550885e-06,5.631311417064201,0.7765871264115682,3595.680184856696,0.0063672451946146,-101.68426746284776,1.4040525614731956e-05,0.0668629704700856,1.911091285888409e-06,2.0444441204551607e-11,0.0476212504343721
15042,0.4070215111487425,0.189767401810988,0.2662972801438975,1.5177889149491558e-07,4.485748674772725,0.7128866923888473,3201.1226280063547,0.0068950858249267,-108.21086094125896,1.06467868747863e-05,0.0701851997276917,2.2327176269166527e-06,2.052701012276201e-11,0.0697399803507909
15043,0.3764424680503841,0.2333698623010628,0.251832314186597,2.662663501217133e-06,7.059593525199881,0.7939493638333258,4609.177151316008,0.010104043837208,-82.7256345042193,1.0180928189422984e-05,0.0604005431304937,3.414922643853492e-07,2.0529772147860018e-11,0.0658328447143814
15044,0.2917493141449272,0.0641770697998962,0.2048710493044017,4.336299686790928e-06,5.871422481261074,0.7632987268467551,3783.4261075428126,0.0009874454940328,-93.85994022893618,1.4450282693557476e-05,0.0482163205149385,4.2934680916202484e-07,2.0562199109042988e-11,0.0740293847619914
15045,0.3312375722054895,0.3080772093770645,0.1197905463656009,4.1725334264800885e-07,7.545650958469231,0.7722400397302092,4154.75990745643,0.0219786255965322,-107.58916558389434,8.160425985129234e-06,0.0753648355784761,1.8338635078249144e-06,2.0591050692781365e-11,0.1581298057085828
15046,0.2566175089539911,0.0735740012175155,0.1450298165206911,8.685015259529743e-06,3.86976917104496,0.6464500523592247,3140.021144646097,0.0098607286074033,-111.77146313611873,1.004672864187441e-05,0.0441195072803365,1.7624618943302528e-06,2.0821456803432043e-11,0.1664397770415729
15047,0.3192566899540293,0.0404118360421033,0.2016588886366387,8.48211333173221e-06,5.408186884466347,0.7852390748392566,3158.211751849224,0.0048247335354981,-109.15770636035616,1.5646865582200604e-05,0.0777680333410708,1.7039157356966483e-06,2.0836860265485103e-11,0.0537519059627521
15048,0.3322254957050781,0.3473454085671826,0.1893828967397431,8.117063167113688e-06,5.508677156240068,0.5897344653239158,4277.554906411058,0.0067679853071892,-122.41031173453337,1.7454313555341677e-05,0.0484886253559097,3.038030422741231e-06,2.0925143271159928e-11,0.1641755397579831
15049,0.2653853034228216,0.0574536613299605,0.1490469648360955,2.3267732126601518e-06,6.106233319709283,0.68555424834567,3762.597416387911,0.0195417706847331,-108.64978604032646,1.288226084396928e-05,0.0384597655266893,2.094046259080595e-06,2.1014182126275118e-11,0.164722151871578
