,beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
12000,0.2432288284319267,0.291566874189372,0.1055933609928056,2.6432638898747384e-05,6.199841639749737,0.4610766564766905,2076.764099059507,0.0206217895940169,-76.27742928474136,5.811401114059499e-05,0.0802504493897029,3.90848184789376e-05,1.57154060889474e-10,0.1239233087780271
12001,0.2608102782660041,0.0258310563620466,0.115055610338647,1.0266398763621744e-05,6.870693629502791,0.5594536590762663,1607.027053148983,0.0086434080723724,-53.30683851794018,4.4890387977026136e-05,0.0753747136925659,3.125876014296186e-05,1.988347977398974e-10,0.1232707016188668
12002,0.3279132342358131,0.0503851419039152,0.2822103077185148,3.3427912880883635e-05,2.7734931619240597,0.765428231320057,413.5310821960502,0.0147638748758848,-65.28753754070777,0.000119127205213,0.0813305913149434,3.640867188013447e-05,2.6058468196575213e-10,0.3018480826210959
12003,0.2536966820983282,0.3181962460659363,0.1755883415867523,8.990558343448798e-05,7.0337970976725055,0.4335496117174072,1723.5955366244766,0.0130729187118057,-73.45394863803953,0.0001207296450211,0.0600743172603647,3.636388862120414e-05,2.619041509528452e-10,0.2959735896701265
12004,0.3739179703624831,0.1691583914707527,0.2924455802357271,6.391820278762967e-05,7.463171930911507,0.7776012568555726,776.9037780196816,0.0131563022735628,-68.97023849277157,0.0001375297485739,0.0984423468686399,7.746527918380835e-06,2.681019538083447e-10,0.3221044950970039
12005,0.2725764839519528,0.2000204310881576,0.1448938292642118,1.0703231809235744e-05,6.766540328293058,0.6540241093960737,879.6476950872947,0.028182972890091,-122.03325256196636,0.0001682351098502,0.0781798443509043,4.1651212285809216e-05,2.7407359742316036e-10,0.0588929711893474
12006,0.2109106923720534,0.2418703138741623,0.1458154594026144,1.3075607917099262e-05,4.178138851673673,0.6477511615641098,897.732197120908,0.0494876719501924,-53.432181174632845,0.0001531091351091,0.0808555787309589,3.2798110692221285e-05,3.05537203530451e-10,0.1725832409855536
12007,0.3379925519001349,0.1533362277285877,0.2716089185154144,9.86690214139952e-05,6.298113410021314,0.7330615231839436,1073.78420357427,0.0024364078124669,-65.51450939489443,0.0001466730535635,0.0607360788278981,1.3300360726571313e-05,3.2353728134317907e-10,0.3137747774681009
12008,0.2753196381921023,0.2988385674960783,0.1383421167148859,2.159358332910075e-05,5.420235415527632,0.5667632747942529,2345.001633463584,0.0414406016426081,-66.03685847244438,3.962327754482787e-05,0.0745817665166578,3.975415931400647e-05,3.38617667078927e-10,0.1035674795610869
12009,0.3348525206154263,0.1080689929864908,0.1215919481791489,2.784299309183699e-06,5.583760765285937,0.61314005408513,2640.1876827026226,0.0005411231815014,-70.34501110849769,0.0001415206156491,0.0863899886735267,6.468784630962268e-05,3.468822433981165e-10,0.1086306529445142
12010,0.4001655162644789,0.04243055549865,0.3331551768032956,6.605775874721692e-05,6.347359359537183,0.7128090664394984,926.7057131230822,0.0019762930504999,-54.18829879507287,0.0001254134668204,0.0757886393953084,1.8587952236370413e-05,3.472618203689464e-10,0.2807782134099719
12011,0.3430517461365621,0.0382412066141457,0.2690224545319056,6.758447922418706e-05,4.84653461535859,0.7835929010691783,2363.0972389701774,0.0028022513913735,-75.77572601384168,0.0001253596864226,0.0777151964750938,4.691425339693606e-05,3.859954833804963e-10,0.23365036231775
12012,0.288851989595953,0.0431781568568222,0.1266751827915347,1.4479997935200384e-05,1.7376953774525792,0.5520061184396599,2038.595506356689,0.0022910664899033,-51.896604216812825,0.0001209894278873,0.0632845105785423,4.888100988929969e-05,4.0401229828653206e-10,0.1114033040189498
12013,0.3520716188275331,0.1630891688315206,0.2789821846531533,5.795667635842742e-05,6.505115091112725,0.753266682105667,1841.301106555976,0.0101684909196451,-66.72731078272317,0.0001440200007948,0.095914457994979,3.530425703876228e-05,4.11919402370552e-10,0.3198614352621813
12014,0.3224911544257069,0.0321282848535058,0.139514396411282,1.969986850590032e-05,5.145597841366243,0.5535887468218657,2151.0779457721146,0.006816498579627,-63.42499216484305,7.176804946067135e-05,0.0577716028316819,3.546602866888533e-05,4.22032134382771e-10,0.1048701387523114
