,beta,b,gamma,eta_0,phi,I0,Ii0,Error
0,0.2606280435851018,0.1084125144963673,0.1927375386919378,2.405556492638956,-108.03433080919142,0.0002577396172811,0.0001348085621883,2.0998257892903295e-10
1,0.1907118403183439,0.1369894241816329,0.1369301336278446,2.155093863328132,-103.93734614499526,0.0002700908531128,0.0001187011587397,2.1016577680109576e-10
2,0.2136378070162345,0.1311020192013356,0.154274958059413,1.7556355718054508,-100.84240593669386,0.0001919113344898,0.00015138939814,2.1017192662744007e-10
3,0.207870376601292,0.1291743125308342,0.1494596210722383,2.666335014684848,-101.61110794167442,0.0002782836693788,0.0001219264885662,2.1033799494760026e-10
4,0.2531162946550611,0.106173672184921,0.1859817993612867,2.3021284308752565,-104.31621396639872,0.0002001423158506,6.362647052348719e-05,2.1037092802945444e-10
5,0.206510719226846,0.1272334795712284,0.1488052766246748,2.864987050632392,-100.34524620975934,0.0003242448809456,0.0001319243745842,2.1047147179047287e-10
6,0.2443390284296784,0.1168845183929297,0.1788534640732037,1.9894065744932767,-101.47302513401402,0.0002106735385987,9.442676832950978e-05,2.1048885516241527e-10
7,0.2971592052231092,0.0896875493607867,0.2204404128142116,2.66877048134618,-103.50175540328895,0.0001911335501745,0.0001053874196156,2.1057458001097398e-10
8,0.2822685254647302,0.0894004404748121,0.2111137182807195,1.9413853414969569,-110.81189350305551,0.0001813810535565,0.0001079556777816,2.1076407668631486e-10
9,0.160888869037805,0.1685963725811158,0.1128210554059029,1.81830884358777,-100.3147640190075,0.0002684726243307,0.0001209499257875,2.1098569081544483e-10
10,0.2871359402960699,0.09033719158608,0.2140237595028742,1.9694382585765409,-104.9303489240903,0.0001743702612019,9.354724280489372e-05,2.1107192264194128e-10
11,0.2435667985324555,0.1088815366301495,0.1799201792422717,1.8271781123633288,-106.50798983434346,0.0002105835528838,0.0001182575808286,2.1109088446720364e-10
12,0.2118403343984373,0.1174606007922524,0.1544450076008199,1.7801507151924436,-103.94903277393222,0.0002021609727238,0.000118708125938,2.1123421495486912e-10
13,0.1643327924905856,0.1579830265988742,0.1152536141265445,2.032217409655801,-98.12903278976104,0.0002772449520738,0.0001007745943307,2.1132833140868374e-10
14,0.1928101554846712,0.1490201065493117,0.1375125453961871,1.476023439910828,-100.54008257550572,0.0001767910618366,9.3753613735491e-05,2.1145961762323884e-10
15,0.261632654984794,0.1077653802265876,0.191638351684947,2.518266509917328,-101.6922846129182,0.0001957093328285,0.0001345772062775,2.1148376261141036e-10
16,0.1744458067944455,0.1364719907966095,0.1262154235927539,1.7924102517949652,-110.91830350719404,0.0002776926194197,3.677021369885356e-05,2.1156921592323548e-10
17,0.2099329984007333,0.1277674457293273,0.1507427318088086,2.4225792543355773,-96.81283506855176,0.0002407538584933,9.49038542299032e-05,2.1163144063226416e-10
18,0.2016335114968456,0.1341826126224519,0.1459710421354493,1.5557494353118724,-102.2478242531698,0.0002108718912109,7.070769089277776e-05,2.1175658629946663e-10
19,0.259563935843093,0.1284392757466113,0.1870183099830731,2.8721358799884547,-91.99405877196293,0.0002222166344568,0.0001413354516885,2.1192753314155255e-10
20,0.149895861504253,0.1779988746240894,0.1033118079341679,1.164197875072731,-95.58998892461511,0.0001644027809884,0.0001328599250509,2.1198490911268484e-10
21,0.2216189374022803,0.1297512893970125,0.1582762273899815,3.3100644318175623,-96.21990769830556,0.0002743012155149,0.0001286417493959,2.1198516680560717e-10
22,0.1933268837568028,0.1520160555401979,0.1381663487226381,1.4700778079538444,-101.0405612989564,0.0001884817564034,4.814273447014504e-05,2.1200201212647735e-10
