,beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
15000,0.2163547169530434,0.3428224185733399,0.1228485756280261,7.723760992077237e-05,1.1284838731820497,0.3413597028696892,828.6254972620302,0.0075370590887007,-94.5859596669687,3.037462057349447e-05,0.0726974664887483,1.2993841808491416e-05,1.3461042076080231e-10,0.1201051361680816
15001,0.2397505038581384,0.5391119531233604,0.111151930300903,1.5740107427473989e-06,1.6553803352707723,0.2595789317495611,1707.788017033553,0.0428027489601427,-86.50480092821466,2.3339064495149477e-05,0.0662388089593077,1.2628455787500896e-05,1.4192840679855214e-10,0.1257676880421764
15002,0.3009540275082382,0.3530289730243943,0.1992419570383709,8.213211500357149e-06,1.5823958821246746,0.3290627138036383,1389.0592423638032,0.0375129764602507,-82.737496519484,1.8606368475389443e-05,0.0634426623871935,1.1783672022784982e-05,1.515700090879905e-10,0.1522711553005983
15003,0.2645331276250351,0.3190066804157012,0.1240596677394186,6.703356920990596e-06,2.284594413749507,0.4061100554667654,891.3217231345097,0.0045223870810822,-95.3669649485566,2.824838850060578e-05,0.0524343028750631,1.076599279872458e-05,1.5391065203631951e-10,0.1508276930228575
15004,0.246430567665721,0.130967463829422,0.1556332407462135,4.343525963205755e-05,4.061957213157646,0.6555002865659498,2023.279524608589,0.0058913838921039,-79.61586783712832,2.7858850711192486e-05,0.0938665390276067,6.588202465792512e-06,1.867566844941965e-10,0.1583354667915005
15005,0.2365676624751928,0.231539047138546,0.1372351574685143,2.69649397517632e-05,2.477914143188245,0.584152673797403,1540.5326071338343,0.0187906855753069,-86.232665790833,2.7763294678303933e-05,0.0676052913226725,1.0544615157930196e-05,1.9212254416384395e-10,0.0988828967980709
15006,0.2222056232776264,0.3453977257834288,0.1188353337012912,1.0852194107529152e-05,3.13624473050293,0.4379710224910471,1703.643123724109,0.0299768445245408,-84.39600039012751,2.741885971013074e-05,0.0668426548513494,9.832458463950992e-06,2.3113507102191687e-10,0.0872995054872165
15007,0.3167333501259197,0.1480914696981396,0.2069810222000435,4.301559117728143e-05,4.658041669888387,0.4601452161928306,1650.5110898944963,0.0093625706826765,-91.63172395217885,2.236899524808496e-05,0.0980226272907211,9.305031134093648e-06,2.3993254905414384e-10,0.1444023895059494
15008,0.1877051945112617,0.4037828432953378,0.1058026724546409,6.173033855609895e-06,4.898589776562871,0.2003617789167322,1292.958803948469,0.0227248915380844,-76.51679350513125,2.5684377360723317e-05,0.0576391010945834,1.521884528657139e-05,2.54598257069754e-10,0.1616509554825112
15009,0.2926048689694606,0.3667692742396399,0.1663113339693583,3.241755991972029e-05,1.6041052722896938,0.3872756906009972,884.8304291156983,0.0185153386461195,-94.11341623902948,2.821142038321613e-05,0.0571087005617502,1.2164194798204986e-05,2.5745958665635806e-10,0.0724416553444665
15010,0.2405480104826254,0.1465194970272422,0.1318903329848629,3.18929835237846e-05,4.616729977041995,0.4844105696891214,2425.4037882575226,0.0201174562823304,-93.17494618804274,2.8598641842887256e-05,0.065599697968845,1.2020516800171408e-05,2.7673655176496257e-10,0.1436967910157534
15011,0.2481588723937008,0.2811706533636598,0.1522003388406899,3.202880417575782e-05,2.4283424915267524,0.7409774267079721,1855.4714335487856,0.0120618874629879,-81.57452987692415,2.6883902494075227e-05,0.0665744372129662,1.0305997864623048e-05,2.7911348880677777e-10,0.1737165946688552
