,beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
15000,0.3012793319863561,0.1513194590174426,0.228350976578394,7.397023349916796e-05,8.442697910201368,0.3475692163035659,3983.993308441178,0.0064030913884487,-58.67938613446592,0.0001410298039638,0.0568861506071811,4.7318184019037255e-05,6.303813425407431e-11,0.1455971248035634
15001,0.3188004503660062,0.2438808726782794,0.2365580639093173,2.9084928219473013e-05,7.119659155429453,0.3076219813868426,4608.657531086665,0.0316786895398085,-73.53694274291568,0.0001656632699606,0.0073690356944709,2.379190728872921e-05,1.2304752233616629e-10,0.116201604040314
15002,0.4003989055670016,0.1884974527940752,0.3250853432806045,7.215319592227665e-05,6.274934060406866,0.2693138279718695,4909.728706355432,0.0063071628707712,-71.83820296953078,0.0001201418151865,0.0364633774471079,2.619800147358424e-05,1.2467481351003403e-10,0.162564980034199
15003,0.3188892911509484,0.1106139511581385,0.2593559689179747,1.7801259039278737e-05,7.420586067107543,0.3635458174151289,3124.1357576259607,0.0265471459645134,-71.97448139692023,0.0001866597170516,0.0078589609912821,5.080430491835846e-05,1.2907669366079443e-10,0.1052997669578539
15004,0.4018583530459811,0.0410702108542964,0.3144620342337275,1.5019614711141764e-05,8.5155956178617,0.2988803412348478,4179.734586684674,0.0254639533812396,-64.07408440853887,0.0001540446774153,0.0210753416454744,2.184596450232709e-05,1.3139909044581888e-10,0.0687402084001376
15005,0.3288965641250664,0.1070528359086304,0.2726339474871733,3.1598440024827323e-05,9.48464333161357,0.3476806611359873,4251.5659145868685,0.0128765169559683,-50.21723073857344,0.0001591298219952,0.0257706627580195,6.344218781428091e-05,1.3182085403111875e-10,0.1269787423072357
15006,0.3128816648905358,0.0947383252148195,0.2595335176854088,1.7127173098228717e-05,9.313390180965072,0.5489102861017399,3768.379465423645,0.0250475115692649,-60.668388321008,0.0001845377814529,0.0053771428630192,3.869402083712901e-05,1.344197977479196e-10,0.1558074280106165
15007,0.3588338206658824,0.2047517655674109,0.2758683740914958,4.36085158934558e-05,6.697208996305054,0.3132830084958002,2840.8575160586606,0.0103555241446589,-83.71065233141185,0.0001199531975705,0.0089151166079457,8.079912331821916e-05,1.3753648249936244e-10,0.1394005438863119
15008,0.3268267876688201,0.1715652984658304,0.2598349743426649,5.339188354228976e-05,8.602312727415942,0.2826734530076801,4081.971690325553,0.0040728503350412,-74.3673361621717,0.0001922742182583,0.0413668324523267,2.3441493711247623e-05,1.4351906173207204e-10,0.1289215967081594
15009,0.2560800883438493,0.1661690947378116,0.182675208560727,9.045232278016468e-05,7.3994041232070895,0.3408400560066703,4873.544425440284,0.0009623671617997,-67.406056160234,0.0002089089263656,0.0553573722417029,5.063083155807896e-05,1.4814314547807171e-10,0.1304734507050471
