,beta,b,gamma,c,eta_0,epsilon,kappa,lambda,phi,I0,x0,C0,Error_I,Error_X
15000,0.2420044113826626,0.3894279477629371,0.1297944540924533,7.29994839981057e-05,1.918026432928983,0.6260675743919931,1507.8501163274846,0.024039813175643,-58.735071630586695,2.270499585090704e-05,0.0707022690223744,3.4572290170490006e-05,1.3803506625337703e-10,0.1074793019366475
15001,0.2133317316860931,0.5347909716978025,0.1171962207899663,0.0001328631247753,2.8797108322493683,0.5625738671365736,2926.7455829584937,0.0223811612217547,-71.97698594628858,6.778964660458597e-05,0.0621137223211802,6.906978191260159e-05,1.730262994723742e-10,0.1693498784340056
15002,0.2315008861282385,0.6022182043868858,0.115817076975775,8.939516435907665e-05,2.937314061434169,0.4900176170511313,3163.9177490718184,0.0289884021861308,-64.60446077266013,3.1880859722167114e-05,0.0856339457659618,6.540555361982547e-05,1.9054605470271398e-10,0.130625205052717
15003,0.2120281991195167,0.4044988431180819,0.1260810838036364,0.0001688197929543,3.764867874618577,0.5525423600594116,2501.9295533381805,0.0120865421582287,-67.5512764216221,8.192308158343723e-05,0.0838859299880688,8.769098899385542e-05,1.9117713046835407e-10,0.1673810203618734
15004,0.2546156072274192,0.5072749187294097,0.1523920774103755,0.0001118150937067,1.641084044684992,0.4326029705659093,2816.97973681881,0.0303345293985086,-72.46293652605043,3.821829235317826e-05,0.065583402121933,8.418969374640893e-05,1.9160552342391327e-10,0.164061943307121
15005,0.2344294000088215,0.5719550997616039,0.1326911531551885,7.413540339211802e-05,2.9065512601296484,0.5552821100291784,1689.2361306809644,0.0329460817653465,-66.80664826798584,4.852356025360415e-05,0.0739293193006019,5.2181250922247065e-05,1.9448471195187038e-10,0.1242783398917609
15006,0.1933066202367159,0.5930608147815715,0.1052828043531433,8.011174914415663e-05,1.7626384971495024,0.4947351709951461,2223.632502812571,0.0345589427601039,-64.76657204211213,3.6026121369959314e-05,0.072430591643386,6.116231657254267e-05,2.0698073402227423e-10,0.1356191744600487
15007,0.281372215832586,0.6160500464626424,0.1344651928017591,0.000123797014335,1.858571391020725,0.3912763362097823,2639.968502051644,0.0134352506435459,-79.08314419410529,2.206168920734877e-05,0.0854668681512782,4.350202813895567e-05,2.0756486057403857e-10,0.1551702581842953
15008,0.214492953773446,0.4886462302882027,0.1205943992741043,0.0002193484278511,1.4744692235675907,0.428914250879067,2712.7190312201124,0.0023666062762582,-71.65773083518795,3.959130482367255e-05,0.0815201630290606,7.822111433221475e-05,2.1688815041570119e-10,0.1665352318331247
15009,0.1968858472219226,0.558041959247188,0.1121303984045283,0.0002337023535587,1.7229257878272637,0.48439778073916,2993.2256840315285,0.0184450842277281,-71.06004334158096,8.391313918478855e-05,0.0978340542048694,6.121109544781983e-05,2.1853810339013472e-10,0.1719065924926562
